Predio;I.D. Faena;Nå¡ Orden;Cultivo;Variedad;Fecha;E. Fenologico;Codigo Producto;Nombre Producto;Ing Activo;Nå¡ AutorizaciÌ?n SAG;Tratamiento;Cantidad;U. Med.;Moja. Lts x Ha;Tipo Dosis;Dosis;Ha. Aplica;T.Cantidad Ha. Aplica;R.Aplica Calculado;Real Aplicado;Cobertura;Nå¡ Aplica Periodo.;Nå¼ aplica etiqueta;Clasifica;Cod Cuartel;Cuartel / Potrero;Total Ha.;Fecha Inicio Aplica;Hr. Inicio;Fecha Term. Aplica;Hr. TÌ©rmino;Hr. Reingre;Carencia;Dias Carencias PPPL;Plazo Seguridad;ConcentraciÌ?n;Adjunto Productos;Estado;Faena;Labor;Clima;Viento;Temp.;Responsable (Aplicaciones);Dosificador (Aplicaciones);Verificador TÌ©cnico (Aplicaciones);Aplicador;Aplicador 2;Observaciones;Usuario Login;Total Producto;Maquinarias;Total Maqui;Maq Cod/GPS;Tot.Maq c/GPS;Tot Orden Aplica;Cantidad Periodo;tipo;has totales;unidades n;unidades p;unidades k;monto en usd
Camino Truncado, Puente Alto y La Chimbera;76.011;1295;Uva;Arizul;20/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;112,329;Litros;0,000;x 100Lts;53,490;2,10;112,32;0,00;0,00;Total;10;0;Camino Truncado;18;18;2,10;20/12/2025;08:00:00;20/12/2025;17:00:00;0;0;0;21/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;10;1.123,244;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;76.012;1295;Uva;Arizul;20/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;69,537;Litros;0,000;x 100Lts;53,490;1,30;69,53;0,00;0,00;Total;10;0;Camino Truncado;19;19;1,30;20/12/2025;08:00:00;20/12/2025;17:00:00;0;0;0;21/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;10;695,341;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;76.013;1295;Uva;Arizul;20/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;106,980;Litros;0,000;x 100Lts;53,490;2,00;106,98;0,00;0,00;Total;10;0;Camino Truncado;52;52;2,00;20/12/2025;08:00:00;20/12/2025;17:00:00;0;0;0;21/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;10;1.069,756;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;76.014;1295;Uva;Arizul;20/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;58,839;Litros;0,000;x 100Lts;53,490;1,10;58,83;0,00;0,00;Total;10;0;Camino Truncado;54;54;1,10;20/12/2025;08:00:00;20/12/2025;17:00:00;0;0;0;21/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;10;588,366;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;76.015;1295;Uva;Arizul;20/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;112,329;Litros;0,000;x 100Lts;53,490;2,10;112,32;0,00;0,00;Total;10;0;Camino Truncado;58;58;2,10;20/12/2025;08:00:00;20/12/2025;17:00:00;0;0;0;21/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;10;1.123,247;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.025;1141;Uva;Arizul;19/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;130,240;Litros;0,000;Hectareas;40,700;3,20;130,24;0,00;0,00;Total;8;0;Camino Truncado;17;17;3,20;19/12/2025;08:05:00;19/12/2025;17:05:00;0;0;0;20/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;8;1.041,947;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.026;1141;Uva;Flame;19/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;122,100;Litros;0,000;Hectareas;40,700;3,00;122,10;0,00;0,00;Total;8;0;Camino Truncado;4;4;3,00;19/12/2025;08:05:00;19/12/2025;17:05:00;0;0;0;20/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;8;976,823;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.027;1141;Uva;Arizul;19/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;97,680;Litros;0,000;Hectareas;40,700;2,40;97,68;0,00;0,00;Total;8;0;Camino Truncado;8;8;2,40;19/12/2025;08:05:00;19/12/2025;17:05:00;0;0;0;20/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;8;781,459;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.028;1141;Uva;Sultanina;19/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;109,890;Litros;0,000;Hectareas;40,700;2,70;109,89;0,00;0,00;Total;8;0;Camino Truncado;9;9;2,70;19/12/2025;08:05:00;19/12/2025;17:05:00;0;0;0;20/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;8;879,141;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.02;1140;Uva;Arizul;18/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;112,308;Litros;0,000;Hectareas;53,480;2,10;112,30;0,00;0,00;Total;9;0;Camino Truncado;18;18;2,10;18/12/2025;08:05:00;18/12/2025;17:05:00;0;0;0;19/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;9;1.010,915;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.021;1140;Uva;Arizul;18/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;69,524;Litros;0,000;Hectareas;53,480;1,30;69,52;0,00;0,00;Total;9;0;Camino Truncado;19;19;1,30;18/12/2025;08:05:00;18/12/2025;17:05:00;0;0;0;19/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;9;625,804;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.022;1140;Uva;Arizul;18/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;106,960;Litros;0,000;Hectareas;53,480;2,00;106,95;0,00;0,00;Total;9;0;Camino Truncado;52;52;2,00;18/12/2025;08:05:00;18/12/2025;17:05:00;0;0;0;19/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;9;962,776;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.023;1140;Uva;Arizul;18/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;58,828;Litros;0,000;Hectareas;53,480;1,10;58,82;0,00;0,00;Total;9;0;Camino Truncado;54;54;1,10;18/12/2025;08:05:00;18/12/2025;17:05:00;0;0;0;19/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;9;529,527;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.024;1140;Uva;Arizul;18/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;112,308;Litros;0,000;Hectareas;53,480;2,10;112,30;0,00;0,00;Total;9;0;Camino Truncado;58;58;2,10;18/12/2025;08:05:00;18/12/2025;17:05:00;0;0;0;19/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;9;1.010,918;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.045;1145;Uva;Fiesta;18/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;107,463;Litros;0,000;Hectareas;56,560;1,90;107,46;0,00;0,00;Total;14;0;Camino Truncado;10;10;1,90;17/12/2025;23:00:00;18/12/2025;08:00:00;0;0;0;19/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;14;1.504,493;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.046;1145;Uva;Fiesta;18/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;158,369;Litros;0,000;Hectareas;56,560;2,80;158,36;0,00;0,00;Total;14;0;Camino Truncado;22;22;2,80;17/12/2025;23:00:00;18/12/2025;08:00:00;0;0;0;19/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;14;2.217,183;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.047;1145;Uva;Fiesta;18/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;124,432;Litros;0,000;Hectareas;56,560;2,20;124,43;0,00;0,00;Total;14;0;Camino Truncado;53;53;2,20;17/12/2025;23:00:00;18/12/2025;08:00:00;0;0;0;19/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;14;1.742,060;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.048;1145;Uva;Fiesta;18/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;118,776;Litros;0,000;Hectareas;56,560;2,10;118,77;0,00;0,00;Total;14;0;Camino Truncado;55;55;2,10;17/12/2025;23:00:00;18/12/2025;08:00:00;0;0;0;19/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;14;1.662,875;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.049;1145;Uva;Fiesta;18/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;50,904;Litros;0,000;Hectareas;56,560;0,90;50,90;0,00;0,00;Total;14;0;Camino Truncado;59;59;0,90;17/12/2025;23:00:00;18/12/2025;08:00:00;0;0;0;19/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;14;712,661;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;74.377;74377;Uva;Flame;18/12/2025;Envero/Cosecha;p-169;Nutri 050 V;;;;200,455;Litros;0,000;Hectareas;78,610;2,55;200,45;0,00;0,00;Total;5;0;Puente Alto;3;3;5,11;17/12/2025;08:00:00;17/12/2025;05:00:00;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;10;1.754,116;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;74.378;74378;Uva;Flame;18/12/2025;Envero/Cosecha;p-169;Nutri 050 V;;;;174,514;Litros;0,000;Hectareas;78,610;2,22;174,51;0,00;0,00;Total;6;0;Puente Alto;4;4;4,44;17/12/2025;08:00:00;17/12/2025;05:00:00;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;11;1.853,992;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.926;73926;Uva;Flame;18/12/2025;;p-302;GLISFOSATO;;;;3,000;Litros;0,000;Hectareas;0,000;5,11;0,00;0,00;0,00;Total;5;0;Puente Alto;3;3;5,11;18/12/2025;06:00:00;18/12/2025;02:00:00;0;0;0;19/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;5;18,812;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.926;73926;Uva;Flame;18/12/2025;;p-113;ADHERENTE;;;;0,100;Litros;0,000;Hectareas;0,000;5,11;0,00;0,00;0,00;Total;16;0;Puente Alto;3;3;5,11;18/12/2025;06:00:00;18/12/2025;02:00:00;0;0;0;19/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;17;11,865;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.926;73926;Uva;Flame;18/12/2025;;p-109;ACIDO-FOSFORICO;;;;0,100;Litros;0,000;Hectareas;0,000;5,11;0,00;0,00;0,00;Total;16;0;Puente Alto;3;3;5,11;18/12/2025;06:00:00;18/12/2025;02:00:00;0;0;0;19/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;17;11,865;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;72.981;;;Flame;17/12/2025;;p-149;Roundup Top;;;;5,000;Litros;0,000;Hectareas;1,351;;;0,00;0,00;Total;1;0;La Chimbera;15;15;3,70;17/12/2025;06:00:00;17/12/2025;11:00:00;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;3;8,000;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;72.981;;;Flame;17/12/2025;;p-109;ACIDO-FOSFORICO;;;;0,150;Litros;0,000;Hectareas;0,041;;;0,00;0,00;Total;4;0;La Chimbera;15;15;3,70;17/12/2025;06:00:00;17/12/2025;11:00:00;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;15;6,300;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;72.981;;;Flame;17/12/2025;;p-113;ADHERENTE;;;;0,150;Litros;0,000;Hectareas;0,041;;;0,00;0,00;Total;4;0;La Chimbera;15;15;3,70;17/12/2025;06:00:00;17/12/2025;11:00:00;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;15;6,300;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;72.982;;;Flame;17/12/2025;;p-149;Roundup Top;;;;3,000;Litros;0,000;Hectareas;1,364;;;0,00;0,00;Total;1;0;La Chimbera;17;17;2,20;17/12/2025;11:00:00;17/12/2025;14:00:00;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;3;9,000;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;72.982;;;Flame;17/12/2025;;p-109;ACIDO-FOSFORICO;;;;0,090;Litros;0,000;Hectareas;0,041;;;0,00;0,00;Total;3;0;La Chimbera;17;17;2,20;17/12/2025;11:00:00;17/12/2025;14:00:00;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;14;4,140;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;72.982;;;Flame;17/12/2025;;p-113;ADHERENTE;;;;0,090;Litros;0,000;Hectareas;0,041;;;0,00;0,00;Total;3;0;La Chimbera;17;17;2,20;17/12/2025;11:00:00;17/12/2025;14:00:00;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;14;4,140;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;74.375;74375;Uva;Flame;17/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;192,448;Litros;0,000;Hectareas;75,470;2,55;192,44;0,00;0,00;Total;5;0;Puente Alto;3;3;5,11;18/12/2025;08:00:00;18/12/2025;05:00:00;0;0;0;19/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;10;3.524,920;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;74.375;74375;Uva;Flame;17/12/2025;Envero/Cosecha;p-169;Nutri 050 V;;;;187,093;Litros;0,000;Hectareas;73,370;2,55;187,09;0,00;0,00;Total;5;0;Puente Alto;3;3;5,11;18/12/2025;08:00:00;18/12/2025;05:00:00;0;0;0;19/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;9;1.553,661;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;74.376;74376;Uva;Flame;17/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;167,543;Litros;0,000;Hectareas;75,470;2,22;167,54;0,00;0,00;Total;5;0;Puente Alto;4;4;4,44;18/12/2025;08:00:00;18/12/2025;05:00:00;0;0;0;19/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;10;3.012,798;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;74.376;74376;Uva;Flame;17/12/2025;Envero/Cosecha;p-169;Nutri 050 V;;;;162,881;Litros;0,000;Hectareas;73,370;2,22;162,88;0,00;0,00;Total;5;0;Puente Alto;4;4;4,44;18/12/2025;08:00:00;18/12/2025;05:00:00;0;0;0;19/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;10;1.679,478;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.925;73925;Uva;Flame;17/12/2025;Envero/Cosecha;p-302;GLISFOSATO;;;;3,000;Litros;0,000;Hectareas;0,000;5,13;0,00;0,00;0,00;Total;6;0;Puente Alto;2;2;5,13;17/12/2025;06:00:00;17/12/2025;02:00:00;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;6;28,031;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.925;73925;Uva;Flame;17/12/2025;Envero/Cosecha;p-113;ADHERENTE;;;;0,100;Litros;0,000;Hectareas;0,000;5,13;0,00;0,00;0,00;Total;15;0;Puente Alto;2;2;5,13;17/12/2025;06:00:00;17/12/2025;02:00:00;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;15;8,023;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.925;73925;Uva;Flame;17/12/2025;Envero/Cosecha;p-109;ACIDO-FOSFORICO;;;;0,100;Litros;0,000;Hectareas;0,000;5,13;0,00;0,00;0,00;Total;15;0;Puente Alto;2;2;5,13;17/12/2025;06:00:00;17/12/2025;02:00:00;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;15;8,023;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.04;1144;Uva;Fiesta;16/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;107,463;Litros;0,000;Hectareas;56,560;1,90;107,46;0,00;0,00;Total;13;0;Camino Truncado;10;10;1,90;15/12/2025;23:00:00;16/12/2025;08:00:00;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;13;1.397,030;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.041;1144;Uva;Fiesta;16/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;158,369;Litros;0,000;Hectareas;56,560;2,80;158,36;0,00;0,00;Total;13;0;Camino Truncado;22;22;2,80;15/12/2025;23:00:00;16/12/2025;08:00:00;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;13;2.058,814;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.042;1144;Uva;Fiesta;16/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;124,432;Litros;0,000;Hectareas;56,560;2,20;124,43;0,00;0,00;Total;13;0;Camino Truncado;53;53;2,20;15/12/2025;23:00:00;16/12/2025;08:00:00;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;13;1.617,628;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.043;1144;Uva;Fiesta;16/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;118,776;Litros;0,000;Hectareas;56,560;2,10;118,77;0,00;0,00;Total;13;0;Camino Truncado;55;55;2,10;15/12/2025;23:00:00;16/12/2025;08:00:00;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;13;1.544,099;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.044;1144;Uva;Fiesta;16/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;50,904;Litros;0,000;Hectareas;56,560;0,90;50,90;0,00;0,00;Total;13;0;Camino Truncado;59;59;0,90;15/12/2025;23:00:00;16/12/2025;08:00:00;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;13;661,757;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.063;73063;Uva;Fiesta;16/12/2025;Pre-Cosecha;p-301;GALAN;;;;1,250;Litros;0,000;Hectareas;0,000;2,20;0,00;0,00;0,00;Total;1;0;Camino Truncado;53;53;2,20;16/12/2025;08:05:00;16/12/2025;17:05:00;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;1,250;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.064;73064;Uva;Fiesta;16/12/2025;Pre-Cosecha;p-301;GALAN;;;;3,750;Litros;0,000;Hectareas;0,000;2,10;0,00;0,00;0,00;Total;1;0;Camino Truncado;55;55;2,10;16/12/2025;08:05:00;16/12/2025;17:05:00;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;3,750;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.082;1147;Uva;Arizul;16/12/2025;Pre-Cosecha;p-301;GALAN;;;;1,448;Litros;0,000;Hectareas;0,000;1,10;0,00;0,00;0,00;Total;1;0;Camino Truncado;54;54;1,10;16/12/2025;08:05:00;16/12/2025;15:30:00;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;;;;;;;;marcelow;$ 0,0;;0;;0;1;1,448;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.083;1147;Uva;Flame;16/12/2025;Pre-Cosecha;p-301;GALAN;;;;1,052;Litros;0,000;Hectareas;0,000;0,80;0,00;0,00;0,00;Total;1;0;Camino Truncado;57;57;0,80;16/12/2025;08:05:00;16/12/2025;15:30:00;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;;;;;;;;marcelow;$ 0,0;;0;;0;1;1,052;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;74.373;1253;Uva;Arizul;16/12/2025;Envero/Cosecha;p-169;Nutri 050 V;;;;109,619;Litros;0,000;Hectareas;47,250;2,32;109,62;0,00;0,00;Total;6;0;Puente Alto;5;5;2,32;;;;;0;0;0;;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;6;767,338;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;74.374;1253;Uva;Arizul;16/12/2025;Envero/Cosecha;p-169;Nutri 050 V;;;;165,376;Litros;0,000;Hectareas;47,250;3,50;165,37;0,00;0,00;Total;6;0;Puente Alto;6;6;3,50;;;;;0;0;0;;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;6;1.157,627;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.924;73924;Uva;Flame;16/12/2025;Envero/Cosecha;p-302;GLISFOSATO;;;;3,000;Litros;0,000;Hectareas;0,000;4,44;0,00;0,00;0,00;Total;4;0;Puente Alto;4;4;4,44;16/12/2025;06:00:00;16/12/2025;02:00:00;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;4;20,670;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.924;73924;Uva;Flame;16/12/2025;Envero/Cosecha;p-113;ADHERENTE;;;;0,100;Litros;0,000;Hectareas;0,000;4,44;0,00;0,00;0,00;Total;13;0;Puente Alto;4;4;4,44;16/12/2025;06:00:00;16/12/2025;02:00:00;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;13;10,829;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.924;73924;Uva;Flame;16/12/2025;Envero/Cosecha;p-109;ACIDO-FOSFORICO;;;;0,100;Litros;0,000;Hectareas;0,000;4,44;0,00;0,00;0,00;Total;13;0;Puente Alto;4;4;4,44;16/12/2025;06:00:00;16/12/2025;02:00:00;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;marcelow;$ 0,0;;0;;0;13;10,829;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.035;1143;Uva;Fiesta;15/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;107,463;Litros;0,000;Hectareas;56,560;1,90;107,46;0,00;0,00;Total;12;0;Camino Truncado;10;10;1,90;14/12/2025;23:00:00;15/12/2025;08:00:00;0;0;0;16/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;12;1.289,567;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.036;1143;Uva;Fiesta;15/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;158,369;Litros;0,000;Hectareas;56,560;2,80;158,36;0,00;0,00;Total;12;0;Camino Truncado;22;22;2,80;14/12/2025;23:00:00;15/12/2025;08:00:00;0;0;0;16/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;12;1.900,445;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.037;1143;Uva;Fiesta;15/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;124,432;Litros;0,000;Hectareas;56,560;2,20;124,43;0,00;0,00;Total;12;0;Camino Truncado;53;53;2,20;14/12/2025;23:00:00;15/12/2025;08:00:00;0;0;0;16/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;12;1.493,196;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.038;1143;Uva;Fiesta;15/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;118,776;Litros;0,000;Hectareas;56,560;2,10;118,77;0,00;0,00;Total;12;0;Camino Truncado;55;55;2,10;14/12/2025;23:00:00;15/12/2025;08:00:00;0;0;0;16/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;12;1.425,323;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;73.039;1143;Uva;Fiesta;15/12/2025;Envero/Cosecha;p-144;Nutri 1075M;;;;50,904;Litros;0,000;Hectareas;56,560;0,90;50,90;0,00;0,00;Total;12;0;Camino Truncado;59;59;0,90;14/12/2025;23:00:00;15/12/2025;08:00:00;0;0;0;16/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;12;610,853;Real;;;;;
