Predio;I.D. Faena;N� Orden;Cultivo;Variedad;Fecha;E. Fenologico;Codigo Producto;Nombre Producto;Ing Activo;N� Autorizaci�?n SAG;Tratamiento;Cantidad;U. Med.;Moja. Lts x Ha;Tipo Dosis;Dosis;Ha. Aplica;T.Cantidad Ha. Aplica;R.Aplica Calculado;Real Aplicado;Cobertura;N� Aplica Periodo.;N� aplica etiqueta;Clasifica;Cod Cuartel;Cuartel / Potrero;Total Ha.;Fecha Inicio Aplica;Hr. Inicio;Fecha Term. Aplica;Hr. T̩rmino;Hr. Reingre;Carencia;Dias Carencias PPPL;Plazo Seguridad;Concentraci�?n;Adjunto Productos;Estado;Faena;Labor;Clima;Viento;Temp.;Responsable (Aplicaciones);Dosificador (Aplicaciones);Verificador T̩cnico (Aplicaciones);Aplicador;Aplicador 2;Observaciones;Usuario Login;Total Producto;Maquinarias;Total Maqui;Maq Cod/GPS;Tot.Maq c/GPS;Tot Orden Aplica;Cantidad Periodo;tipo;has totales;unidades n;unidades p;unidades k;monto en usd
El espejo;81.081;81081;Uva;Flame;11/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;121,000;Litros;0,000;Hectareas;0,000;3,05;0,00;0,00;0,00;Total;3;0;EEI;EEI 2;14;5,11;11/3/2026;;11/3/2026;;0;0;0;12/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 143,9;;0;;0;6;543,000;Real;;;;;
El espejo;81.08;81080;Uva;Flame;11/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;74,000;Litros;0,000;Hectareas;0,000;1,86;0,00;0,00;0,00;Total;3;0;EEI;EEI 2;11;4,07;11/3/2026;;11/3/2026;;0;0;0;12/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 88,0;;0;;0;9;420,000;Real;;;;;
El espejo;81.079;81079;Uva;Flame;11/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;108,000;Litros;0,000;Hectareas;0,000;2,74;0,00;0,00;0,00;Total;4;0;EEI;EEI 1;7;6,01;11/3/2026;;11/3/2026;;0;0;0;12/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 128,5;;0;;0;7;856,000;Real;;;;;
El espejo;81.078;81078;Uva;Flame;11/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;157,000;Litros;0,000;Hectareas;0,000;3,95;0,00;0,00;0,00;Total;3;0;EEI;EEI 1;4;6,31;11/3/2026;;11/3/2026;;0;0;0;12/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 186,8;;0;;0;6;765,000;Real;;;;;
El espejo;81.036;81036;Uva;Flame;11/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;197,000;Litros;0,000;Hectareas;0,000;4,83;0,00;0,00;0,00;Total;4;0;EEI;EEI 1;8;4,83;11/3/2026;;11/3/2026;;0;0;0;12/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 234,4;;0;;0;4;788,000;Real;;;;;
El espejo;81.035;81035;Uva;Flame;11/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;133,000;Litros;0,000;Hectareas;0,000;3,26;0,00;0,00;0,00;Total;3;0;EEI;EEI 1;7;6,01;11/3/2026;;11/3/2026;;0;0;0;12/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 158,2;;0;;0;6;748,000;Real;;;;;
El espejo;81.034;81034;Uva;Flame;11/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;58,000;Litros;0,000;Hectareas;0,000;1,42;0,00;0,00;0,00;Total;3;0;EEI;EEI 1;2;2,85;11/3/2026;;11/3/2026;;0;0;0;12/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,0;;0;;0;6;350,000;Real;;;;;
El espejo;81.033;81033;Uva;Flame;11/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;63,000;Litros;0,000;Hectareas;0,000;1,56;0,00;0,00;0,00;Total;3;0;EEI;EEI 1;1;3,13;11/3/2026;;11/3/2026;;0;0;0;12/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 74,9;;0;;0;6;382,000;Real;;;;;
El espejo;80.904;1552;Uva;Fiesta;11/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;159,631;Litros;0,000;Hectareas;0,000;3,83;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 4;46;3,83;11/3/2026;;11/3/2026;;0;0;0;12/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 190,0;;0;;0;3;478,893;Real;;;;;
El espejo;80.903;1552;Uva;Fiesta;11/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;176,303;Litros;0,000;Hectareas;0,000;4,23;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 4;43;4,23;11/3/2026;;11/3/2026;;0;0;0;12/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 210,0;;0;;0;3;528,909;Real;;;;;
El espejo;80.902;1552;Uva;Fiesta;11/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;176,303;Litros;0,000;Hectareas;0,000;4,23;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 4;40;4,23;11/3/2026;;11/3/2026;;0;0;0;12/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 210,0;;0;;0;3;528,909;Real;;;;;
El espejo;80.901;1552;Uva;Fiesta;11/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;177,553;Litros;0,000;Hectareas;0,000;4,26;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 3 B;37;4,26;11/3/2026;;11/3/2026;;0;0;0;12/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 211,0;;0;;0;3;532,659;Real;;;;;
El espejo;80.9;1552;Uva;Fiesta;11/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;177,553;Litros;0,000;Hectareas;0,000;4,26;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 3 B;34;4,26;11/3/2026;;11/3/2026;;0;0;0;12/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 211,0;;0;;0;3;532,659;Real;;;;;
El espejo;80.899;1552;Uva;Fiesta;11/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;177,553;Litros;0,000;Hectareas;0,000;4,26;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 3 B;31;4,26;11/3/2026;;11/3/2026;;0;0;0;12/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 211,0;;0;;0;3;532,659;Real;;;;;
El espejo;80.898;1552;Uva;Fiesta;11/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;178,392;Litros;0,000;Hectareas;0,000;4,28;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 3 A;28;4,28;11/3/2026;;11/3/2026;;0;0;0;12/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 212,2;;0;;0;3;535,176;Real;;;;;
El espejo;80.897;1552;Uva;Fiesta;11/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;151,712;Litros;0,000;Hectareas;0,000;3,64;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 3 A;23;3,64;11/3/2026;;11/3/2026;;0;0;0;12/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 181,0;;0;;0;3;455,136;Real;;;;;
El espejo;81.072;81072;Uva;Flame;10/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;60,000;Litros;0,000;Hectareas;0,000;2,05;0,00;0,00;0,00;Total;3;0;EEI;EEI 2;14;5,11;10/3/2026;;10/3/2026;;0;0;0;11/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 71,4;;0;;0;5;422,000;Real;;;;;
El espejo;81.071;81071;Uva;Flame;10/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;33,000;Litros;0,000;Hectareas;0,000;1,14;0,00;0,00;0,00;Total;3;0;EEI;EEI 2;12;2,29;10/3/2026;;10/3/2026;;0;0;0;11/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 39,2;;0;;0;6;201,000;Real;;;;;
El espejo;81.07;81070;Uva;Flame;10/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;26,000;Litros;0,000;Hectareas;0,000;0,85;0,00;0,00;0,00;Total;3;0;EEI;EEI 2;11;4,07;10/3/2026;;10/3/2026;;0;0;0;11/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 30,9;;0;;0;8;346,000;Real;;;;;
El espejo;81.069;81069;Uva;Flame;10/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;48,000;Litros;0,000;Hectareas;0,000;1,64;0,00;0,00;0,00;Total;3;0;EEI;EEI 2;10;1,64;10/3/2026;;10/3/2026;;0;0;0;11/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 57,1;;0;;0;3;144,000;Real;;;;;
El espejo;81.068;81068;Uva;Flame;10/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;96,000;Litros;0,000;Hectareas;0,000;3,31;0,00;0,00;0,00;Total;3;0;EEI;EEI 2;3;6,31;10/3/2026;;10/3/2026;;0;0;0;11/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 114,2;;0;;0;6;549,000;Real;;;;;
El espejo;81.049;81049;Uva;Flame;10/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;34,000;Litros;0,000;Hectareas;0,000;1,14;0,00;0,00;0,00;Total;3;0;EEI;EEI 2;12;2,29;10/3/2026;;10/3/2026;;0;0;0;11/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 40,4;;0;;0;5;168,000;Real;;;;;
El espejo;81.048;81048;Uva;Flame;10/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;40,000;Litros;0,000;Hectareas;0,000;1,35;0,00;0,00;0,00;Total;3;0;EEI;EEI 2;11;4,07;10/3/2026;;10/3/2026;;0;0;0;11/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 47,6;;0;;0;7;320,000;Real;;;;;
El espejo;81.047;81047;Uva;Flame;10/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;60,000;Litros;0,000;Hectareas;0,000;2,03;0,00;0,00;0,00;Total;3;0;EEI;EEI 2;6;2,03;10/3/2026;;10/3/2026;;0;0;0;11/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 71,4;;0;;0;3;180,000;Real;;;;;
El espejo;81.046;81046;Uva;Flame;10/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;133,000;Litros;0,000;Hectareas;0,000;4,58;0,00;0,00;0,00;Total;3;0;EEI;EEI 2;5;4,58;10/3/2026;;10/3/2026;;0;0;0;11/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 158,2;;0;;0;3;399,000;Real;;;;;
El espejo;81.045;81045;Uva;Flame;10/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;87,000;Litros;0,000;Hectareas;0,000;3,00;0,00;0,00;0,00;Total;3;0;EEI;EEI 2;3;6,31;10/3/2026;;10/3/2026;;0;0;0;11/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 103,5;;0;;0;5;453,000;Real;;;;;
El espejo;80.896;1551;Uva;Selma;10/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;178,771;Litros;0,000;Hectareas;0,000;4,26;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 4;45;4,26;10/3/2026;;10/3/2026;;0;0;0;11/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 213,0;;0;;0;3;536,313;Real;;;;;
El espejo;80.895;1551;Uva;Selma;10/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;177,512;Litros;0,000;Hectareas;0,000;4,23;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 4;42;4,23;10/3/2026;;10/3/2026;;0;0;0;11/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 211,0;;0;;0;3;532,536;Real;;;;;
El espejo;80.894;1551;Uva;Selma;10/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;177,512;Litros;0,000;Hectareas;0,000;4,23;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 4;39;4,23;10/3/2026;;10/3/2026;;0;0;0;11/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 211,0;;0;;0;3;532,536;Real;;;;;
El espejo;80.893;1551;Uva;Fiesta;10/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;181,291;Litros;0,000;Hectareas;0,000;4,32;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 3 B;36;4,32;10/3/2026;;10/3/2026;;0;0;0;11/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 216,7;;0;;0;3;543,873;Real;;;;;
El espejo;80.892;1551;Uva;Fiesta;10/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;178,771;Litros;0,000;Hectareas;0,000;4,26;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 3 B;33;4,26;10/3/2026;;10/3/2026;;0;0;0;11/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 213,0;;0;;0;3;536,313;Real;;;;;
El espejo;80.891;1551;Uva;Fiesta;10/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;181,289;Litros;0,000;Hectareas;0,000;4,32;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 3 B;30;4,32;10/3/2026;;10/3/2026;;0;0;0;11/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 216,0;;0;;0;3;543,867;Real;;;;;
El espejo;80.89;1551;Uva;Fiesta;10/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;119,600;Litros;0,000;Hectareas;0,000;2,85;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 3 A;27;2,85;10/3/2026;;10/3/2026;;0;0;0;11/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 142,0;;0;;0;3;358,800;Real;;;;;
El espejo;80.889;1551;Uva;Fiesta;10/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;117,502;Litros;0,000;Hectareas;0,000;2,80;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 3 A;26;2,80;10/3/2026;;10/3/2026;;0;0;0;11/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 140,0;;0;;0;3;352,506;Real;;;;;
El espejo;80.888;1551;Uva;Fiesta;10/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;152,752;Litros;0,000;Hectareas;0,000;3,64;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 3 A;22;3,64;10/3/2026;;10/3/2026;;0;0;0;11/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 182,0;;0;;0;3;458,256;Real;;;;;
El espejo;81.04;81040;Uva;Flame;9/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;282,000;Litros;0,000;Hectareas;0,000;6,73;0,00;0,00;0,00;Total;3;0;EEI;EEI 1;9;6,73;9/3/2026;;9/3/2026;;0;0;0;10/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 335,5;;0;;0;3;846,000;Real;;;;;
El espejo;81.039;81039;Uva;Flame;9/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;98,000;Litros;0,000;Hectareas;0,000;2,35;0,00;0,00;0,00;Total;3;0;EEI;EEI 1;4;6,31;9/3/2026;;9/3/2026;;0;0;0;10/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 116,6;;0;;0;5;608,000;Real;;;;;
El espejo;81.038;81038;Uva;Flame;9/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;59,000;Litros;0,000;Hectareas;0,000;1,42;0,00;0,00;0,00;Total;3;0;EEI;EEI 1;2;2,85;9/3/2026;;9/3/2026;;0;0;0;10/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 70,2;;0;;0;6;351,000;Real;;;;;
El espejo;81.037;81037;Uva;Flame;9/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;65,000;Litros;0,000;Hectareas;0,000;1,57;0,00;0,00;0,00;Total;3;0;EEI;EEI 1;1;3,13;9/3/2026;;9/3/2026;;0;0;0;10/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 77,3;;0;;0;6;384,000;Real;;;;;
El espejo;81.032;81032;Uva;Flame;9/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;197,000;Litros;0,000;Hectareas;0,000;4,83;0,00;0,00;0,00;Total;3;0;EEI;EEI 1;8;4,83;9/3/2026;;9/3/2026;;0;0;0;10/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 234,4;;0;;0;3;591,000;Real;;;;;
El espejo;81.031;81031;Uva;Flame;9/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;133,000;Litros;0,000;Hectareas;0,000;3,26;0,00;0,00;0,00;Total;3;0;EEI;EEI 1;7;6,01;9/3/2026;;9/3/2026;;0;0;0;10/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 158,2;;0;;0;5;615,000;Real;;;;;
El espejo;81.03;81030;Uva;Flame;9/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;58,000;Litros;0,000;Hectareas;0,000;1,42;0,00;0,00;0,00;Total;3;0;EEI;EEI 1;2;2,85;9/3/2026;;9/3/2026;;0;0;0;10/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,0;;0;;0;5;292,000;Real;;;;;
El espejo;81.029;81029;Uva;Flame;9/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;63,000;Litros;0,000;Hectareas;0,000;1,56;0,00;0,00;0,00;Total;3;0;EEI;EEI 1;1;3,13;9/3/2026;;9/3/2026;;0;0;0;10/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 74,9;;0;;0;5;319,000;Real;;;;;
El espejo;80.881;1549;Uva;Selma;9/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;230,941;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;4;5,54;9/3/2026;;9/3/2026;;0;0;0;10/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 275,6;;0;;0;3;692,823;Real;;;;;
El espejo;80.88;1549;Uva;Selma;9/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;230,939;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;3;5,54;9/3/2026;;9/3/2026;;0;0;0;10/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 275,0;;0;;0;3;692,817;Real;;;;;
El espejo;80.879;1549;Uva;Selma;9/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;230,939;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;2;5,54;9/3/2026;;9/3/2026;;0;0;0;10/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 275,0;;0;;0;3;692,817;Real;;;;;
El espejo;80.878;1549;Uva;Fiesta;9/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;142,982;Litros;0,000;Hectareas;0,000;3,43;0,00;0,00;0,00;Total;3;0;EEII;EEII 2;17;3,43;9/3/2026;;9/3/2026;;0;0;0;10/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 170,0;;0;;0;3;428,946;Real;;;;;
El espejo;80.877;1549;Uva;Fiesta;9/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;204,260;Litros;0,000;Hectareas;0,000;4,90;0,00;0,00;0,00;Total;3;0;EEII;EEII 2;16;4,90;9/3/2026;;9/3/2026;;0;0;0;10/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 243,0;;0;;0;3;612,780;Real;;;;;
El espejo;80.876;1549;Uva;Selma;9/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;230,939;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;1;5,54;9/3/2026;;9/3/2026;;0;0;0;10/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 275,0;;0;;0;3;692,817;Real;;;;;
El espejo;80.868;1547;Uva;Selma;8/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;230,975;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;8;5,54;8/3/2026;;8/3/2026;;0;0;0;9/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 275,0;;0;;0;3;692,925;Real;;;;;
El espejo;80.867;1547;Uva;Selma;8/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;230,981;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;7;5,54;8/3/2026;;8/3/2026;;0;0;0;9/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 275,5;;0;;0;3;692,943;Real;;;;;
El espejo;80.866;1547;Uva;Selma;8/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;230,975;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;6;5,54;8/3/2026;;8/3/2026;;0;0;0;9/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 275,0;;0;;0;3;692,925;Real;;;;;
El espejo;80.865;1547;Uva;Selma;8/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;230,975;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;5;5,54;8/3/2026;;8/3/2026;;0;0;0;9/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 275,0;;0;;0;3;692,925;Real;;;;;
El espejo;80.864;1547;Uva;Fiesta;8/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;132,998;Litros;0,000;Hectareas;0,000;3,19;0,00;0,00;0,00;Total;3;0;EEII;EEII 2;21;3,19;8/3/2026;;8/3/2026;;0;0;0;9/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 158,0;;0;;0;3;398,994;Real;;;;;
El espejo;80.863;1547;Uva;Fiesta;8/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;149,675;Litros;0,000;Hectareas;0,000;3,59;0,00;0,00;0,00;Total;3;0;EEII;EEII 2;19;3,59;8/3/2026;;8/3/2026;;0;0;0;9/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 178,0;;0;;0;3;449,025;Real;;;;;
El espejo;80.862;1547;Uva;Fiesta;8/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;143,421;Litros;0,000;Hectareas;0,000;3,44;0,00;0,00;0,00;Total;3;0;EEII;EEII 2;15;3,44;8/3/2026;;8/3/2026;;0;0;0;9/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 171,0;;0;;0;3;430,263;Real;;;;;
El espejo;80.854;1545;Uva;Flame;8/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;301,117;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;9;5,54;8/3/2026;;8/3/2026;;0;0;0;9/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 358,0;;0;;0;3;903,351;Real;;;;;
El espejo;80.853;1545;Uva;Fiesta;8/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;254,373;Litros;0,000;Hectareas;0,000;4,68;0,00;0,00;0,00;Total;3;0;EEII;EEII 2;20;4,68;8/3/2026;;8/3/2026;;0;0;0;9/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 303,0;;0;;0;3;763,119;Real;;;;;
El espejo;80.852;1545;Uva;Fiesta;8/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;115,229;Litros;0,000;Hectareas;0,000;2,12;0,00;0,00;0,00;Total;3;0;EEII;EEII 2;18;2,12;8/3/2026;;8/3/2026;;0;0;0;9/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 137,0;;0;;0;3;345,687;Real;;;;;
El espejo;80.851;1545;Uva;Fiesta;8/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;123,925;Litros;0,000;Hectareas;0,000;2,28;0,00;0,00;0,00;Total;3;0;EEII;EEII 2;14;2,28;8/3/2026;;8/3/2026;;0;0;0;9/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 147,0;;0;;0;3;371,775;Real;;;;;
El espejo;80.85;1545;Uva;Flame;8/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;301,122;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;12;5,54;8/3/2026;;8/3/2026;;0;0;0;9/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 359,6;;0;;0;3;903,366;Real;;;;;
