Predio;I.D. Faena;N° Orden;Cultivo;Fecha;Codigo Producto;Nombre Producto;Ing Activo;N° Autorización SAG;Tratamiento;Cantidad;U. Med.;Moja. Lts x Ha;Tipo Dosis;Dosis;Ha. Aplica;T.Cantidad Ha. Aplica;R.Aplica Calculado;Real Aplicado;Cobertura;N° Aplica Periodo.;Nº aplica etiqueta;Clasifica;Cod Cuartel;Cuartel / Potrero;Total Ha.;Fecha Inicio Aplica;Hr. Inicio;Fecha Term. Aplica;Hr. Término;Hr. Reingre;Carencia;Dias Carencias PPPL;Plazo Seguridad;Concentración;Adjunto Productos;Estado;Faena;Labor;Clima;Viento;Temp.;Responsable (Aplicaciones);Dosificador (Aplicaciones);Verificador Técnico (Aplicaciones);Aplicador;Aplicador 2;Observaciones;Usuario Login;Total Producto;Maquinarias;Total Maqui;Maq Cod/GPS;Tot.Maq c/GPS;Tot Orden Aplica;Cantidad Periodo;Tipo Envase;Cantidad Envases;N° Lote Envase
71.256;1004;27/11/2025;EEII;EEII 1;2 - Ha:5.540, Pl:12052;Uva;5,54;APLICACIONES;FERTILIZACION;0;0;Total;$ 173,00;;;27/11/2025;27/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.255;1004;27/11/2025;EEII;EEII 2;17 - Ha:3.430, Pl:7544;Uva;3,43;APLICACIONES;FERTILIZACION;0;0;Total;$ 107,00;;;27/11/2025;27/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.254;1004;27/11/2025;EEII;EEII 2;16 - Ha:4.900, Pl:8160;Uva;4,9;APLICACIONES;FERTILIZACION;0;0;Total;$ 153,00;;;27/11/2025;27/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.253;1004;27/11/2025;EEII;EEII 1;1 - Ha:5.540, Pl:12052;Uva;5,54;APLICACIONES;FERTILIZACION;0;0;Total;$ 173,00;;;27/11/2025;27/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.244;1002;27/11/2025;EEII;EEII 1;8 - Ha:5.540, Pl:12052;Uva;5,54;APLICACIONES;FERTILIZACION;0;0;Total;$ 162,00;;;27/11/2025;27/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.243;1002;27/11/2025;EEII;EEII 1;7 - Ha:5.540, Pl:12052;Uva;5,54;APLICACIONES;FERTILIZACION;0;0;Total;$ 163,50;;;27/11/2025;27/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.242;1002;27/11/2025;EEII;EEII 1;6 - Ha:5.540, Pl:12052;Uva;5,54;APLICACIONES;FERTILIZACION;0;0;Total;$ 162,00;;;27/11/2025;27/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.241;1002;27/11/2025;EEII;EEII 1;5 - Ha:5.540, Pl:12052;Uva;5,54;APLICACIONES;FERTILIZACION;0;0;Total;$ 162,00;;;27/11/2025;27/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.240;1002;27/11/2025;EEII;EEII 2;21 - Ha:3.190, Pl:5211;Uva;3,19;APLICACIONES;FERTILIZACION;0;0;Total;$ 93,00;;;27/11/2025;27/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.239;1002;27/11/2025;EEII;EEII 2;19 - Ha:3.590, Pl:5867;Uva;3,59;APLICACIONES;FERTILIZACION;0;0;Total;$ 105,00;;;27/11/2025;27/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.238;1002;27/11/2025;EEII;EEII 2;15 - Ha:3.440, Pl:5619;Uva;3,44;APLICACIONES;FERTILIZACION;0;0;Total;$ 100,00;;;27/11/2025;27/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.237;1002;27/11/2025;EEII;EEII 2;14 - Ha:2.280, Pl:3726;Uva;2,28;APLICACIONES;FERTILIZACION;0;0;Total;$ 67,00;;;27/11/2025;27/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.148;71148;27/11/2025;EEI;EEI 2;14 - Ha:5.110, Pl:8360;Uva;3,05;APLICACIONES;FERTILIZACION;0;0;Total;$ 196,30;;;27/11/2025;27/11/2025;s/C 138 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.147;71147;27/11/2025;EEI;EEI 2;11 - Ha:4.070, Pl:6647;Uva;1,86;APLICACIONES;FERTILIZACION;0;0;Total;$ 120,10;;;27/11/2025;27/11/2025;s/C 138 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.146;71146;27/11/2025;EEI;EEI 1;7 - Ha:6.010, Pl:13050;Uva;2,74;APLICACIONES;FERTILIZACION;0;0;Total;$ 178,50;;;27/11/2025;27/11/2025;s/C 138 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.145;71145;27/11/2025;EEI;EEI 1;4 - Ha:6.310, Pl:13708;Uva;3,95;APLICACIONES;FERTILIZACION;0;0;Total;$ 254,60;;;27/11/2025;27/11/2025;s/C 138 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.130;71130;27/11/2025;EEI;EEI 1;9 - Ha:6.730, Pl:14642;Uva;6,73;APLICACIONES;FERTILIZACION;0;0;Total;$ 456,90;;;27/11/2025;27/11/2025;s/C 138 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.129;71129;27/11/2025;EEI;EEI 1;4 - Ha:6.310, Pl:13708;Uva;2,35;APLICACIONES;FERTILIZACION;0;0;Total;$ 160,60;;;27/11/2025;27/11/2025;s/C 138 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.128;71128;27/11/2025;EEI;EEI 1;2 - Ha:2.850, Pl:6237;Uva;1,42;APLICACIONES;FERTILIZACION;0;0;Total;$ 96,30;;;27/11/2025;27/11/2025;s/C 138 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.127;71127;27/11/2025;EEI;EEI 1;1 - Ha:3.130, Pl:6808;Uva;1,57;APLICACIONES;FERTILIZACION;0;0;Total;$ 107,10;;;27/11/2025;27/11/2025;s/C 138 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.038;71038;27/11/2025;EEI;EEI 2;5 - Ha:4.580, Pl:7494;Uva;4,58;APLICACIONES;HERBICIDA MOCHILA;0;0;Total;$ 129.510,40;;;27/11/2025;27/11/2025;s/C 138 Días;;$ 0,00;4,5;;;;5;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.037;71037;27/11/2025;EEI;EEI 2;14 - Ha:5.110, Pl:8360;Uva;5,11;APLICACIONES;HERBICIDA MOCHILA;0;0;Total;$ 185.347,20;;;27/11/2025;27/11/2025;s/C 138 Días;;$ 0,00;6;;;;6;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.301;1009;26/11/2025;EEIII;EEIII 4;47 - Ha:2.830, Pl:4707;Uva;2,83;APLICACIONES;FERTILIZACION;0;0;Total;$ 71,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.300;1009;26/11/2025;EEIII;EEIII 4;44 - Ha:3.650, Pl:6089;Uva;3,65;APLICACIONES;FERTILIZACION;0;0;Total;$ 92,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.299;1009;26/11/2025;EEIII;EEIII 4;41 - Ha:3.860, Pl:6429;Uva;3,86;APLICACIONES;FERTILIZACION;0;0;Total;$ 97,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.298;1009;26/11/2025;EEIII;EEIII 3 B;38 - Ha:4.060, Pl:6720;Uva;4,06;APLICACIONES;FERTILIZACION;0;0;Total;$ 102,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.297;1009;26/11/2025;EEIII;EEIII 3 B;35 - Ha:4.320, Pl:7147;Uva;4,32;APLICACIONES;FERTILIZACION;0;0;Total;$ 109,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.296;1009;26/11/2025;EEIII;EEIII 3 B;32 - Ha:4.540, Pl:7491;Uva;4,54;APLICACIONES;FERTILIZACION;0;0;Total;$ 115,40;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.295;1009;26/11/2025;EEIII;EEIII 3 A;29 - Ha:2.250, Pl:3739;Uva;2,25;APLICACIONES;FERTILIZACION;0;0;Total;$ 57,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.294;1009;26/11/2025;EEIII;EEIII 3 A;25 - Ha:2.000, Pl:3260;Uva;2;APLICACIONES;FERTILIZACION;0;0;Total;$ 50,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.293;1009;26/11/2025;EEIII;EEIII 3 A;24 - Ha:3.640, Pl:5986;Uva;3,64;APLICACIONES;FERTILIZACION;0;0;Total;$ 92,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.234;1000;26/11/2025;EEII;EEII 2;20 - Ha:4.680, Pl:7659;Uva;4,68;APLICACIONES;FERTILIZACION;0;0;Total;$ 197,40;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.233;1000;26/11/2025;EEII;EEII 2;18 - Ha:2.120, Pl:3460;Uva;2,12;APLICACIONES;FERTILIZACION;0;0;Total;$ 89,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.228;998;26/11/2025;EEII;EEII 1;9 - Ha:5.540, Pl:12052;Uva;5,54;APLICACIONES;FERTILIZACION;0;0;Total;$ 253,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.227;998;26/11/2025;EEII;EEII 1;12 - Ha:5.540, Pl:12052;Uva;5,54;APLICACIONES;FERTILIZACION;0;0;Total;$ 253,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.226;998;26/11/2025;EEII;EEII 1;11 - Ha:5.540, Pl:12052;Uva;5,54;APLICACIONES;FERTILIZACION;0;0;Total;$ 253,50;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.225;998;26/11/2025;EEII;EEII 1;10 - Ha:5.540, Pl:12052;Uva;5,54;APLICACIONES;FERTILIZACION;0;0;Total;$ 253,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.010;71010;26/11/2025;EEI;EEI 2;14 - Ha:5.110, Pl:8360;Uva;2;APLICACIONES;FERTILIZACION;0;0;Total;$ 97,50;;;26/11/2025;26/11/2025;s/C 139 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.009;71009;26/11/2025;EEI;EEI 2;12 - Ha:2.290, Pl:3814;Uva;1,14;APLICACIONES;FERTILIZACION;0;0;Total;$ 54,70;;;26/11/2025;26/11/2025;s/C 139 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.008;71008;26/11/2025;EEI;EEI 2;11 - Ha:4.070, Pl:6647;Uva;0,85;APLICACIONES;FERTILIZACION;0;0;Total;$ 40,40;;;26/11/2025;26/11/2025;s/C 139 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.007;71007;26/11/2025;EEI;EEI 2;10 - Ha:1.640, Pl:2685;Uva;1,64;APLICACIONES;FERTILIZACION;0;0;Total;$ 78,50;;;26/11/2025;26/11/2025;s/C 139 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.006;71006;26/11/2025;EEI;EEI 2;3 - Ha:6.310, Pl:13708;Uva;3,31;APLICACIONES;FERTILIZACION;0;0;Total;$ 157,00;;;26/11/2025;26/11/2025;s/C 139 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.005;71005;26/11/2025;EEI;EEI 2;12 - Ha:2.290, Pl:3814;Uva;1,14;APLICACIONES;FERTILIZACION;0;0;Total;$ 54,70;;;26/11/2025;26/11/2025;s/C 139 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.004;71004;26/11/2025;EEI;EEI 2;11 - Ha:4.070, Pl:6647;Uva;1,35;APLICACIONES;FERTILIZACION;0;0;Total;$ 64,20;;;26/11/2025;26/11/2025;s/C 139 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.003;71003;26/11/2025;EEI;EEI 2;6 - Ha:2.030, Pl:4418;Uva;2,03;APLICACIONES;FERTILIZACION;0;0;Total;$ 95,20;;;26/11/2025;26/11/2025;s/C 139 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.002;71002;26/11/2025;EEI;EEI 2;5 - Ha:4.580, Pl:7494;Uva;4,58;APLICACIONES;FERTILIZACION;0;0;Total;$ 215,30;;;26/11/2025;26/11/2025;s/C 139 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.001;71001;26/11/2025;EEI;EEI 2;3 - Ha:6.310, Pl:13708;Uva;3;APLICACIONES;FERTILIZACION;0;0;Total;$ 141,60;;;26/11/2025;26/11/2025;s/C 139 Días;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
70.978;70978;26/11/2025;EEI;EEI 2;14 - Ha:5.110, Pl:8360;Uva;5,11;APLICACIONES;HERBICIDA MOCHILA;0;0;Total;$ 30.891,20;;;26/11/2025;26/11/2025;s/C 139 Días;;$ 0,00;1;;;;1;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
70.977;70977;26/11/2025;EEI;EEI 2;6 - Ha:2.030, Pl:4418;Uva;2,03;APLICACIONES;HERBICIDA MOCHILA;0;0;Total;$ 154.456,00;;;26/11/2025;26/11/2025;s/C 139 Días;;$ 0,00;5;;;;5;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
70.950;70950;26/11/2025;EEI;EEI 2;12 - Ha:2.290, Pl:3814;Uva;2,29;APLICACIONES;HERBICIDA MOCHILA;0;0;Total;$ 123.564,80;;;26/11/2025;26/11/2025;s/C 139 Días;;$ 0,00;4;;;;4;0;;;0;;0;;;;tomas;;tomas;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
70.941;996;26/11/2025;EEIII;EEIII 4;45 - Ha:4.260, Pl:7100;Uva;4,26;APLICACIONES;FERTILIZACION;0;0;Total;$ 107,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
70.940;996;26/11/2025;EEIII;EEIII 4;42 - Ha:4.230, Pl:7055;Uva;4,23;APLICACIONES;FERTILIZACION;0;0;Total;$ 107,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
70.939;996;26/11/2025;EEIII;EEIII 4;39 - Ha:4.230, Pl:7055;Uva;4,23;APLICACIONES;FERTILIZACION;0;0;Total;$ 107,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
70.938;996;26/11/2025;EEIII;EEIII 3 B;36 - Ha:4.320, Pl:7140;Uva;4,32;APLICACIONES;FERTILIZACION;0;0;Total;$ 109,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
70.937;996;26/11/2025;EEIII;EEIII 3 B;33 - Ha:4.260, Pl:7056;Uva;4,26;APLICACIONES;FERTILIZACION;0;0;Total;$ 107,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
70.936;996;26/11/2025;EEIII;EEIII 3 B;30 - Ha:4.320, Pl:7140;Uva;4,32;APLICACIONES;FERTILIZACION;0;0;Total;$ 109,40;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
70.935;996;26/11/2025;EEIII;EEIII 3 A;27 - Ha:2.850, Pl:4648;Uva;2,85;APLICACIONES;FERTILIZACION;0;0;Total;$ 72,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
70.934;996;26/11/2025;EEIII;EEIII 3 A;26 - Ha:2.800, Pl:4565;Uva;2,8;APLICACIONES;FERTILIZACION;0;0;Total;$ 71,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
70.933;996;26/11/2025;EEIII;EEIII 3 A;22 - Ha:3.640, Pl:5986;Uva;3,64;APLICACIONES;FERTILIZACION;0;0;Total;$ 92,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
70.909;991;26/11/2025;EEII;EEII 1;4 - Ha:5.540, Pl:12052;Uva;5,54;APLICACIONES;FERTILIZACION;0;0;Total;$ 173,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
70.908;991;26/11/2025;EEII;EEII 1;3 - Ha:5.540, Pl:12052;Uva;5,54;APLICACIONES;FERTILIZACION;0;0;Total;$ 173,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
70.907;991;26/11/2025;EEII;EEII 1;2 - Ha:5.540, Pl:12052;Uva;5,54;APLICACIONES;FERTILIZACION;0;0;Total;$ 173,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
70.906;991;26/11/2025;EEII;EEII 2;17 - Ha:3.430, Pl:7544;Uva;3,43;APLICACIONES;FERTILIZACION;0;0;Total;$ 107,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
70.905;991;26/11/2025;EEII;EEII 2;16 - Ha:4.900, Pl:8160;Uva;4,9;APLICACIONES;FERTILIZACION;0;0;Total;$ 153,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
70.904;991;26/11/2025;EEII;EEII 1;1 - Ha:5.540, Pl:12052;Uva;5,54;APLICACIONES;FERTILIZACION;0;0;Total;$ 173,00;;;26/11/2025;26/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.292;1008;25/11/2025;EEIII;EEIII 4;47 - Ha:2.830, Pl:4707;Uva;2,83;APLICACIONES;FERTILIZACION;0;0;Total;$ 71,00;;;25/11/2025;25/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.291;1008;25/11/2025;EEIII;EEIII 4;44 - Ha:3.650, Pl:6089;Uva;3,65;APLICACIONES;FERTILIZACION;0;0;Total;$ 92,00;;;25/11/2025;25/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.290;1008;25/11/2025;EEIII;EEIII 4;41 - Ha:3.860, Pl:6429;Uva;3,86;APLICACIONES;FERTILIZACION;0;0;Total;$ 97,00;;;25/11/2025;25/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.289;1008;25/11/2025;EEIII;EEIII 3 B;38 - Ha:4.060, Pl:6720;Uva;4,06;APLICACIONES;FERTILIZACION;0;0;Total;$ 102,00;;;25/11/2025;25/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.288;1008;25/11/2025;EEIII;EEIII 3 B;35 - Ha:4.320, Pl:7147;Uva;4,32;APLICACIONES;FERTILIZACION;0;0;Total;$ 109,00;;;25/11/2025;25/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.287;1008;25/11/2025;EEIII;EEIII 3 B;32 - Ha:4.540, Pl:7491;Uva;4,54;APLICACIONES;FERTILIZACION;0;0;Total;$ 115,40;;;25/11/2025;25/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.286;1008;25/11/2025;EEIII;EEIII 3 A;29 - Ha:2.250, Pl:3739;Uva;2,25;APLICACIONES;FERTILIZACION;0;0;Total;$ 57,00;;;25/11/2025;25/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.285;1008;25/11/2025;EEIII;EEIII 3 A;25 - Ha:2.000, Pl:3260;Uva;2;APLICACIONES;FERTILIZACION;0;0;Total;$ 50,00;;;25/11/2025;25/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
71.284;1008;25/11/2025;EEIII;EEIII 3 A;24 - Ha:3.640, Pl:5986;Uva;3,64;APLICACIONES;FERTILIZACION;0;0;Total;$ 92,00;;;25/11/2025;25/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
70.949;997;25/11/2025;EEIII;EEIII 4;46 - Ha:3.830, Pl:6382;Uva;3,83;APLICACIONES;FERTILIZACION;0;0;Total;$ 97,00;;;25/11/2025;25/11/2025;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Envero/Cosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
