Predio;I.D. Faena;N° Orden;Cultivo;Fecha;Codigo Producto;Nombre Producto;Ing Activo;N° Autorización SAG;Tratamiento;Cantidad;U. Med.;Moja. Lts x Ha;Tipo Dosis;Dosis;Ha. Aplica;T.Cantidad Ha. Aplica;R.Aplica Calculado;Real Aplicado;Cobertura;N° Aplica Periodo.;Nº aplica etiqueta;Clasifica;Cod Cuartel;Cuartel / Potrero;Total Ha.;Fecha Inicio Aplica;Hr. Inicio;Fecha Term. Aplica;Hr. Término;Hr. Reingre;Carencia;Dias Carencias PPPL;Plazo Seguridad;Concentración;Adjunto Productos;Estado;Faena;Labor;Clima;Viento;Temp.;Responsable (Aplicaciones);Dosificador (Aplicaciones);Verificador Técnico (Aplicaciones);Aplicador;Aplicador 2;Observaciones;Usuario Login;Total Producto;Maquinarias;Total Maqui;Maq Cod/GPS;Tot.Maq c/GPS;Tot Orden Aplica;Cantidad Periodo;Tipo Envase;Cantidad Envases;N° Lote Envase
El espejo;82.671;1637;Gral;8/4/2026;p-206;SANOSIL;;;;0,138;Kilos;0;Hectareas;0;0,41;0;0;0;Total;3;0;EEIII;;sector 5;0,41;8/4/2026;;8/4/2026;;0;0;0;9/4/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 2,00;;0;;0;3;0,485;;0;
El espejo;82.672;1637;Gral;8/4/2026;p-206;SANOSIL;;;;0,278;Kilos;0;Hectareas;0;0,82;0;0;0;Total;3;0;EEIII;;sector 6;0,82;8/4/2026;;8/4/2026;;0;0;0;9/4/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 4,40;;0;;0;3;0,974;;0;
El espejo;82.673;1637;Gral;8/4/2026;p-206;SANOSIL;;;;0,27;Kilos;0;Hectareas;0;0,8;0;0;0;Total;3;0;EEIII;;sector 7;0,8;8/4/2026;;8/4/2026;;0;0;0;9/4/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 4,00;;0;;0;3;0,949;;0;
El espejo;82.674;1637;Gral;8/4/2026;p-206;SANOSIL;;;;0,114;Kilos;0;Hectareas;0;0,34;0;0;0;Total;3;0;EEIII;;sector 8;0,34;8/4/2026;;8/4/2026;;0;0;0;9/4/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 2,00;;0;;0;3;0,402;;0;
El espejo;82.511;1628;Gral;5/3/2026;p-206;SANOSIL;;;;0,169;Kilos;0;Hectareas;0;0,37;0;0;0;Total;2;0;EEIII;;sector 10;0,37;5/3/2026;;5/3/2026;;0;0;0;6/3/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 3,00;;0;;0;2;0,314;;0;
El espejo;82.512;1628;Gral;5/3/2026;p-206;SANOSIL;;;;0,471;Kilos;0;Hectareas;0;1,03;0;0;0;Total;2;0;EEIII;;sector 11;1,03;5/3/2026;;5/3/2026;;0;0;0;6/3/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 7,00;;0;;0;2;0,874;;0;
El espejo;82.513;1628;Gral;5/3/2026;p-206;SANOSIL;;;;0,141;Kilos;0;Hectareas;0;0,31;0;0;0;Total;2;0;EEIII;;sector 12;0,31;5/3/2026;;5/3/2026;;0;0;0;6/3/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 2,00;;0;;0;2;0,262;;0;
El espejo;82.514;1628;Gral;5/3/2026;p-206;SANOSIL;;;;0,187;Kilos;0;Hectareas;0;0,41;0;0;0;Total;2;0;EEIII;;sector 13;0,41;5/3/2026;;5/3/2026;;0;0;0;6/3/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 3,00;;0;;0;2;0,347;;0;
El espejo;82.515;1628;Gral;5/3/2026;p-206;SANOSIL;;;;0,178;Kilos;0;Hectareas;0;0,39;0;0;0;Total;2;0;EEIII;;sector 14;0,39;5/3/2026;;5/3/2026;;0;0;0;6/3/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 3,00;;0;;0;2;0,33;;0;
El espejo;82.516;1628;Gral;5/3/2026;p-206;SANOSIL;;;;0,187;Kilos;0;Hectareas;0;0,41;0;0;0;Total;2;0;EEIII;;sector 5;0,41;5/3/2026;;5/3/2026;;0;0;0;6/3/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 3,00;;0;;0;2;0,347;;0;
El espejo;82.517;1628;Gral;5/3/2026;p-206;SANOSIL;;;;0,375;Kilos;0;Hectareas;0;0,82;0;0;0;Total;2;0;EEIII;;sector 6;0,82;5/3/2026;;5/3/2026;;0;0;0;6/3/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 6,00;;0;;0;2;0,696;;0;
El espejo;82.518;1628;Gral;5/3/2026;p-206;SANOSIL;;;;0,366;Kilos;0;Hectareas;0;0,8;0;0;0;Total;2;0;EEIII;;sector 7;0,8;5/3/2026;;5/3/2026;;0;0;0;6/3/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 6,00;;0;;0;2;0,679;;0;
El espejo;82.519;1628;Gral;5/3/2026;p-206;SANOSIL;;;;0,155;Kilos;0;Hectareas;0;0,34;0;0;0;Total;2;0;EEIII;;sector 8;0,34;5/3/2026;;5/3/2026;;0;0;0;6/3/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 2,00;;0;;0;2;0,288;;0;
El espejo;82.520;1628;Gral;5/3/2026;p-206;SANOSIL;;;;0,571;Kilos;0;Hectareas;0;1,24;0;0;0;Total;2;0;EEIII;;sector 9;1,24;5/3/2026;;5/3/2026;;0;0;0;6/3/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 9,60;;0;;0;2;1,063;;0;
El espejo;82.497;1626;Gral;29/1/2026;p-206;SANOSIL;;;;0,145;Kilos;0;Hectareas;0;0,37;0;0;0;Total;1;0;EEIII;;sector 10;0,37;29/1/2026;;29/1/2026;;0;0;0;30/1/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 2,00;;0;;0;1;0,145;;0;
El espejo;82.498;1626;Gral;29/1/2026;p-206;SANOSIL;;;;0,403;Kilos;0;Hectareas;0;1,03;0;0;0;Total;1;0;EEIII;;sector 11;1,03;29/1/2026;;29/1/2026;;0;0;0;30/1/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 6,00;;0;;0;1;0,403;;0;
El espejo;82.499;1626;Gral;29/1/2026;p-206;SANOSIL;;;;0,121;Kilos;0;Hectareas;0;0,31;0;0;0;Total;1;0;EEIII;;sector 12;0,31;29/1/2026;;29/1/2026;;0;0;0;30/1/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 2,00;;0;;0;1;0,121;;0;
El espejo;82.500;1626;Gral;29/1/2026;p-206;SANOSIL;;;;0,16;Kilos;0;Hectareas;0;0,41;0;0;0;Total;1;0;EEIII;;sector 13;0,41;29/1/2026;;29/1/2026;;0;0;0;30/1/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 2,00;;0;;0;1;0,16;;0;
El espejo;82.501;1626;Gral;29/1/2026;p-206;SANOSIL;;;;0,152;Kilos;0;Hectareas;0;0,39;0;0;0;Total;1;0;EEIII;;sector 14;0,39;29/1/2026;;29/1/2026;;0;0;0;30/1/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 2,00;;0;;0;1;0,152;;0;
El espejo;82.502;1626;Gral;29/1/2026;p-206;SANOSIL;;;;0,16;Kilos;0;Hectareas;0;0,41;0;0;0;Total;1;0;EEIII;;sector 5;0,41;29/1/2026;;29/1/2026;;0;0;0;30/1/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 2,00;;0;;0;1;0,16;;0;
El espejo;82.503;1626;Gral;29/1/2026;p-206;SANOSIL;;;;0,321;Kilos;0;Hectareas;0;0,82;0;0;0;Total;1;0;EEIII;;sector 6;0,82;29/1/2026;;29/1/2026;;0;0;0;30/1/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 5,00;;0;;0;1;0,321;;0;
El espejo;82.504;1626;Gral;29/1/2026;p-206;SANOSIL;;;;0,313;Kilos;0;Hectareas;0;0,8;0;0;0;Total;1;0;EEIII;;sector 7;0,8;29/1/2026;;29/1/2026;;0;0;0;30/1/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 5,00;;0;;0;1;0,313;;0;
El espejo;82.505;1626;Gral;29/1/2026;p-206;SANOSIL;;;;0,133;Kilos;0;Hectareas;0;0,34;0;0;0;Total;1;0;EEIII;;sector 8;0,34;29/1/2026;;29/1/2026;;0;0;0;30/1/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 2,00;;0;;0;1;0,133;;0;
El espejo;82.506;1626;Gral;29/1/2026;p-206;SANOSIL;;;;0,492;Kilos;0;Hectareas;0;1,24;0;0;0;Total;1;0;EEIII;;sector 9;1,24;29/1/2026;;29/1/2026;;0;0;0;30/1/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 9,20;;0;;0;1;0,492;;0;
El espejo;82.494;1625;Gral;27/1/2026;p-206;SANOSIL;;;;0,19;Kilos;0;Hectareas;0;0,67;0;0;0;Total;1;0;EEII;;sector 15;0,67;27/1/2026;;27/1/2026;;0;0;0;28/1/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 3,00;;0;;0;1;0,19;;0;
El espejo;82.495;1625;Gral;27/1/2026;p-206;SANOSIL;;;;0,91;Kilos;0;Hectareas;0;3,2;0;0;0;Total;2;0;EEII;;sector 4;3,2;27/1/2026;;27/1/2026;;0;0;0;28/1/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 14,00;;0;;0;2;2,052;;0;
El espejo;82.487;1623;Gral;22/1/2026;p-206;SANOSIL;;;;0,404;Kilos;0;Hectareas;0;0,61;0;0;0;Total;1;0;EEI;;sector 30;0,61;22/1/2026;;22/1/2026;;0;0;0;23/1/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 6,00;;0;;0;1;0,404;;0;
El espejo;82.488;1623;Gral;22/1/2026;p-206;SANOSIL;;;;0,677;Kilos;0;Hectareas;0;1,02;0;0;0;Total;1;0;EEI;;sector 31;1,02;22/1/2026;;22/1/2026;;0;0;0;23/1/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 10,60;;0;;0;1;0,677;;0;
El espejo;82.489;1623;Gral;22/1/2026;p-206;SANOSIL;;;;0,119;Kilos;0;Hectareas;0;0,18;0;0;0;Total;1;0;EEI;;sector 33;0,18;22/1/2026;;22/1/2026;;0;0;0;23/1/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 2,00;;0;;0;1;0,119;;0;
El espejo;82.490;1624;Gral;22/1/2026;p-206;SANOSIL;;;;0,492;Kilos;0;Hectareas;0;1,38;0;0;0;Total;1;0;EEII;;sector 1;1,38;22/1/2026;;22/1/2026;;0;0;0;23/1/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 8,00;;0;;0;1;0,492;;0;
El espejo;82.491;1624;Gral;22/1/2026;p-206;SANOSIL;;;;0,381;Kilos;0;Hectareas;0;1,07;0;0;0;Total;1;0;EEII;;sector 2;1,07;22/1/2026;;22/1/2026;;0;0;0;23/1/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 6,00;;0;;0;1;0,381;;0;
El espejo;82.492;1624;Gral;22/1/2026;p-206;SANOSIL;;;;0,385;Kilos;0;Hectareas;0;1,08;0;0;0;Total;1;0;EEII;;sector 3;1,08;22/1/2026;;22/1/2026;;0;0;0;23/1/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 6,00;;0;;0;1;0,385;;0;
El espejo;82.493;1624;Gral;22/1/2026;p-206;SANOSIL;;;;1,142;Kilos;0;Hectareas;0;3,2;0;0;0;Total;1;0;EEII;;sector 4;3,2;22/1/2026;;22/1/2026;;0;0;0;23/1/2026;;;Confirmada;APLICACIONES;AF-DRON;;;0;;;;;;;tomas;$ 18,80;;0;;0;1;1,142;;0;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81.682;1574;19/3/2026;EEI;EEI 1;1 - Ha:3.130, Pl:6808;Uva;3,13;APLICACIONES;FERTILIZACION;0;0;Total;$ 99,00;;;19/3/2026;19/3/2026;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Cosecha/Postcosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
81.631;1564;19/3/2026;EEIII;EEIII 4;47 - Ha:2.830, Pl:4707;Uva;2,83;APLICACIONES;FERTILIZACION;0;0;Total;$ 141,00;;;19/3/2026;19/3/2026;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Cosecha/Postcosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
81.630;1564;19/3/2026;EEIII;EEIII 4;44 - Ha:3.650, Pl:6089;Uva;3,65;APLICACIONES;FERTILIZACION;0;0;Total;$ 181,00;;;19/3/2026;19/3/2026;s/C;;$ 0,00;0;;;;0;0;;;0;;0;;;;tomas;;;Cosecha/Postcosecha;Día Lab.;Confirmada;;;;;;;;;;;;;;;;;;
