I.D. Faena;N° Orden;Fecha;Clasifica;Código;Cuartel/Potrero;Cultivo;Variedad;Faena;Labor;Total Faena;Realizada;Total Jornadas;Trabajador;Usuario Login;Usuario;Est.Fenologico;Forma Pago;Estado Faena
80.126;;7/3/2026;La Chimbera;17;17 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 5.427,9;;0,46;;;juanpablo;;Día Lab.;Confirmada
80.125;;7/3/2026;La Chimbera;15;15 - Ha:3.700, Pl:5900;;Flame;APLICACIONES;FERTILIZACION;$ 9.134,3;;0,76;;;juanpablo;;Día Lab.;Confirmada
80.124;;7/3/2026;La Chimbera;27;27 - Ha:2.900, Pl:4576;;Arizul;APLICACIONES;FERTILIZACION;$ 7.723,5;;0,64;;;juanpablo;;Día Lab.;Confirmada
80.123;;7/3/2026;La Chimbera;24;24 - Ha:2.800, Pl:4536;;Arizul;APLICACIONES;FERTILIZACION;$ 7.460,4;;0,62;;;juanpablo;;Día Lab.;Confirmada
80.122;;7/3/2026;La Chimbera;18;18 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;FERTILIZACION;$ 11.716,7;;0,98;;;juanpablo;;Día Lab.;Confirmada
80.121;;7/3/2026;La Chimbera;25;25 - Ha:2.800, Pl:4544;;Arizul;APLICACIONES;FERTILIZACION;$ 6.910,6;;0,58;;;juanpablo;;Día Lab.;Confirmada
80.12;;7/3/2026;La Chimbera;19;19 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 5.428,1;;0,46;;;juanpablo;;Día Lab.;Confirmada
80.119;;7/3/2026;La Chimbera;17;17 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 5.428,1;;0,46;;;juanpablo;;Día Lab.;Confirmada
80.118;;7/3/2026;La Chimbera;15;15 - Ha:3.700, Pl:5900;;Flame;APLICACIONES;FERTILIZACION;$ 9.134,5;;0,76;;;juanpablo;;Día Lab.;Confirmada
80.752;80752;6/3/2026;Puente Alto;4;4 - Ha:4.440, Pl:7056;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Cosecha/Postcosecha;Día Lab.;Confirmada
80.751;80751;6/3/2026;Puente Alto;3;3 - Ha:5.110, Pl:8512;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Cosecha/Postcosecha;Día Lab.;Confirmada
80.572;1540;6/3/2026;Camino Truncado;59;59 - Ha:0.900, Pl:1486;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 1.875,0;;0,10;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.571;1540;6/3/2026;Camino Truncado;55;55 - Ha:2.100, Pl:3577;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 4.500,0;;0,24;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.57;1540;6/3/2026;Camino Truncado;53;53 - Ha:2.200, Pl:3617;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 4.687,5;;0,25;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.569;1540;6/3/2026;Camino Truncado;22;22 - Ha:2.800, Pl:4692;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 5.906,2;;0,32;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.568;1540;6/3/2026;Camino Truncado;10;10 - Ha:1.900, Pl:3171;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 4.125,0;;0,22;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.519;80519;6/3/2026;Puente Alto;4;4 - Ha:4.440, Pl:7056;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Cosecha/Postcosecha;Día Lab.;Confirmada
80.518;80518;6/3/2026;Puente Alto;3;3 - Ha:5.110, Pl:8512;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Cosecha/Postcosecha;Día Lab.;Confirmada
80.022;;5/3/2026;La Chimbera;27;27 - Ha:2.900, Pl:4576;;Arizul;APLICACIONES;FERTILIZACION;$ 7.723,6;;0,64;;;juanpablo;;Día Lab.;Confirmada
80.021;;5/3/2026;La Chimbera;24;24 - Ha:2.800, Pl:4536;;Arizul;APLICACIONES;FERTILIZACION;$ 7.460,6;;0,62;;;juanpablo;;Día Lab.;Confirmada
80.02;;5/3/2026;La Chimbera;18;18 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;FERTILIZACION;$ 11.716,9;;0,98;;;juanpablo;;Día Lab.;Confirmada
80.019;;5/3/2026;La Chimbera;26;26 - Ha:2.900, Pl:4608;;Arizul;APLICACIONES;FERTILIZACION;$ 8.201,8;;0,68;;;juanpablo;;Día Lab.;Confirmada
80.018;;5/3/2026;La Chimbera;21;21 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 6.241,0;;0,52;;;juanpablo;;Día Lab.;Confirmada
80.017;;5/3/2026;La Chimbera;16;16 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;FERTILIZACION;$ 12.458,2;;1,04;;;juanpablo;;Día Lab.;Confirmada
80.016;;5/3/2026;La Chimbera;25;25 - Ha:2.800, Pl:4544;;Arizul;APLICACIONES;FERTILIZACION;$ 6.910,6;;0,58;;;juanpablo;;Día Lab.;Confirmada
80.015;;5/3/2026;La Chimbera;19;19 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 5.428,0;;0,46;;;juanpablo;;Día Lab.;Confirmada
80.014;;5/3/2026;La Chimbera;17;17 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 5.428,0;;0,46;;;juanpablo;;Día Lab.;Confirmada
80.013;;5/3/2026;La Chimbera;15;15 - Ha:3.700, Pl:5900;;Flame;APLICACIONES;FERTILIZACION;$ 9.134,4;;0,76;;;juanpablo;;Día Lab.;Confirmada
80.552;1537;3/3/2026;Camino Truncado;57;57 - Ha:0.800, Pl:1391;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.551;1537;3/3/2026;Camino Truncado;56;56 - Ha:1.800, Pl:3009;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.55;1537;3/3/2026;Camino Truncado;51;51 - Ha:3.000, Pl:4182;Uva;Sultanina;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.549;1537;3/3/2026;Camino Truncado;23;23 - Ha:1.400, Pl:2412;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.548;1537;3/3/2026;Camino Truncado;21;21 - Ha:2.600, Pl:4396;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.547;1537;3/3/2026;Camino Truncado;20;20 - Ha:1.500, Pl:2449;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.556;1538;2/3/2026;Camino Truncado;9;9 - Ha:2.700, Pl:4039;Uva;Sultanina;APLICACIONES;FERTILIZACION;$ 5.062,5;;0,27;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.555;1538;2/3/2026;Camino Truncado;8;8 - Ha:2.400, Pl:9796;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 4.500,0;;0,24;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.554;1538;2/3/2026;Camino Truncado;4;4 - Ha:3.000, Pl:4853;Uva;Flame;APLICACIONES;FERTILIZACION;$ 5.625,0;;0,30;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.553;1538;2/3/2026;Camino Truncado;17;17 - Ha:3.200, Pl:6136;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 5.906,2;;0,32;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.546;1536;1/3/2026;Camino Truncado;57;57 - Ha:0.800, Pl:1391;Uva;Flame;APLICACIONES;FERTILIZACION;$ 1.500,0;;0,08;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.545;1536;1/3/2026;Camino Truncado;56;56 - Ha:1.800, Pl:3009;Uva;Flame;APLICACIONES;FERTILIZACION;$ 3.375,0;;0,18;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.544;1536;1/3/2026;Camino Truncado;51;51 - Ha:3.000, Pl:4182;Uva;Sultanina;APLICACIONES;FERTILIZACION;$ 5.906,2;;0,32;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.543;1536;1/3/2026;Camino Truncado;23;23 - Ha:1.400, Pl:2412;Uva;Flame;APLICACIONES;FERTILIZACION;$ 2.625,0;;0,14;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.542;1536;1/3/2026;Camino Truncado;21;21 - Ha:2.600, Pl:4396;Uva;Flame;APLICACIONES;FERTILIZACION;$ 4.875,0;;0,26;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.541;1536;1/3/2026;Camino Truncado;20;20 - Ha:1.500, Pl:2449;Uva;Flame;APLICACIONES;FERTILIZACION;$ 2.812,5;;0,15;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.041;80041;1/3/2026;Puente Alto;2;2 - Ha:5.130, Pl:8556;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
80.267;1516;28/2/2026;Camino Truncado;59;59 - Ha:0.900, Pl:1486;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 1.875,0;;0,10;;marcelow;;;Día Lab.;Confirmada
80.266;1516;28/2/2026;Camino Truncado;55;55 - Ha:2.100, Pl:3577;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 4.500,0;;0,24;;marcelow;;;Día Lab.;Confirmada
80.265;1516;28/2/2026;Camino Truncado;53;53 - Ha:2.200, Pl:3617;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 4.687,5;;0,25;;marcelow;;;Día Lab.;Confirmada
80.264;1516;28/2/2026;Camino Truncado;22;22 - Ha:2.800, Pl:4692;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 5.906,2;;0,32;;marcelow;;;Día Lab.;Confirmada
80.263;1516;28/2/2026;Camino Truncado;10;10 - Ha:1.900, Pl:3171;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 4.125,0;;0,22;;marcelow;;;Día Lab.;Confirmada
79.6;1505;28/2/2026;Puente Alto;6;6 - Ha:3.500, Pl:6481;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 0,0;;1,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
79.599;1505;28/2/2026;Puente Alto;5;5 - Ha:2.320, Pl:4794;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 0,0;;1,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
79.596;79596;27/2/2026;Puente Alto;4;4 - Ha:4.440, Pl:7056;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
79.595;79595;27/2/2026;Puente Alto;3;3 - Ha:5.110, Pl:8512;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
79.594;79594;26/2/2026;Puente Alto;4;4 - Ha:4.440, Pl:7056;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
79.593;79593;26/2/2026;Puente Alto;3;3 - Ha:5.110, Pl:8512;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
79.592;79592;25/2/2026;Puente Alto;2;2 - Ha:5.130, Pl:8556;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
79.598;1504;24/2/2026;Puente Alto;6;6 - Ha:3.500, Pl:6481;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 0,0;;1,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
79.597;1504;24/2/2026;Puente Alto;5;5 - Ha:2.320, Pl:4794;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 0,0;;1,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
79.591;79591;23/2/2026;Puente Alto;4;4 - Ha:4.440, Pl:7056;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
79.59;79590;23/2/2026;Puente Alto;3;3 - Ha:5.110, Pl:8512;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
79.582;79582;22/2/2026;Puente Alto;4;4 - Ha:4.440, Pl:7056;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
79.581;79581;22/2/2026;Puente Alto;3;3 - Ha:5.110, Pl:8512;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
79.575;79575;21/2/2026;Puente Alto;2;2 - Ha:5.130, Pl:8556;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
79.578;1501;20/2/2026;Puente Alto;6;6 - Ha:3.500, Pl:6481;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 0,0;;1,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
79.577;1501;20/2/2026;Puente Alto;5;5 - Ha:2.320, Pl:4794;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 0,0;;1,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
80.262;1515;17/2/2026;Camino Truncado;59;59 - Ha:0.900, Pl:1486;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 1.875,0;;0,10;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.261;1515;17/2/2026;Camino Truncado;55;55 - Ha:2.100, Pl:3577;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 4.500,0;;0,24;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.26;1515;17/2/2026;Camino Truncado;53;53 - Ha:2.200, Pl:3617;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 4.687,5;;0,25;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.259;1515;17/2/2026;Camino Truncado;22;22 - Ha:2.800, Pl:4692;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 5.906,2;;0,32;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
80.258;1515;17/2/2026;Camino Truncado;10;10 - Ha:1.900, Pl:3171;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 4.125,0;;0,22;;marcelow;;Envero/Cosecha;Día Lab.;Confirmada
78.144;78144;14/2/2026;Puente Alto;4;4 - Ha:4.440, Pl:7056;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Cosecha/Postcosecha;Día Lab.;Confirmada
78.143;78143;14/2/2026;Puente Alto;3;3 - Ha:5.110, Pl:8512;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Cosecha/Postcosecha;Día Lab.;Confirmada
78.142;78142;13/2/2026;Puente Alto;2;2 - Ha:5.130, Pl:8556;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Cosecha/Postcosecha;Día Lab.;Confirmada
78.141;1360;12/2/2026;Puente Alto;6;6 - Ha:3.500, Pl:6481;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 0,0;;1,00;;marcelow;javier;Cosecha/Postcosecha;Día Lab.;Confirmada
78.14;1360;12/2/2026;Puente Alto;5;5 - Ha:2.320, Pl:4794;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 0,0;;1,00;;marcelow;javier;Cosecha/Postcosecha;Día Lab.;Confirmada
77.769;;12/2/2026;La Chimbera;26;26 - Ha:2.900, Pl:4608;;Arizul;APLICACIONES;HERBICIDA MOCHILA;$ 36.500,0;;2,00;;;juanpablo;;Día Lab.;Confirmada
77.761;77761;5/2/2026;Puente Alto;4;4 - Ha:4.440, Pl:7056;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
77.76;77760;5/2/2026;Puente Alto;3;3 - Ha:5.110, Pl:8512;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
77.759;77759;4/2/2026;Puente Alto;4;4 - Ha:4.440, Pl:7056;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
77.758;77758;4/2/2026;Puente Alto;3;3 - Ha:5.110, Pl:8512;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
77.289;;4/2/2026;La Chimbera;27;27 - Ha:2.900, Pl:4576;;Arizul;APLICACIONES;FERTILIZACION;$ 7.723,6;;0,64;;;juanpablo;;Día Lab.;Confirmada
77.288;;4/2/2026;La Chimbera;24;24 - Ha:2.800, Pl:4536;;Arizul;APLICACIONES;FERTILIZACION;$ 7.460,6;;0,62;;;juanpablo;;Día Lab.;Confirmada
77.287;;4/2/2026;La Chimbera;18;18 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;FERTILIZACION;$ 11.716,9;;0,98;;;juanpablo;;Día Lab.;Confirmada
77.286;;4/2/2026;La Chimbera;26;26 - Ha:2.900, Pl:4608;;Arizul;APLICACIONES;FERTILIZACION;$ 8.201,8;;0,68;;;juanpablo;;Día Lab.;Confirmada
77.285;;4/2/2026;La Chimbera;21;21 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 6.241,0;;0,52;;;juanpablo;;Día Lab.;Confirmada
77.284;;4/2/2026;La Chimbera;16;16 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;FERTILIZACION;$ 12.458,2;;1,04;;;juanpablo;;Día Lab.;Confirmada
77.283;;4/2/2026;La Chimbera;25;25 - Ha:2.800, Pl:4544;;Arizul;APLICACIONES;FERTILIZACION;$ 6.910,6;;0,58;;;juanpablo;;Día Lab.;Confirmada
77.282;;4/2/2026;La Chimbera;19;19 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 5.428,0;;0,46;;;juanpablo;;Día Lab.;Confirmada
77.281;;4/2/2026;La Chimbera;17;17 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 5.428,0;;0,46;;;juanpablo;;Día Lab.;Confirmada
77.28;;4/2/2026;La Chimbera;15;15 - Ha:3.700, Pl:5900;;Flame;APLICACIONES;FERTILIZACION;$ 9.134,4;;0,76;;;juanpablo;;Día Lab.;Confirmada
77.279;;4/2/2026;La Chimbera;25;25 - Ha:2.800, Pl:4544;;Arizul;APLICACIONES;FERTILIZACION;$ 6.910,6;;0,58;;;juanpablo;;Día Lab.;Confirmada
77.278;;4/2/2026;La Chimbera;19;19 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 5.428,0;;0,46;;;juanpablo;;Día Lab.;Confirmada
77.277;;4/2/2026;La Chimbera;17;17 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 5.428,0;;0,46;;;juanpablo;;Día Lab.;Confirmada
77.276;;4/2/2026;La Chimbera;15;15 - Ha:3.700, Pl:5900;;Flame;APLICACIONES;FERTILIZACION;$ 9.134,4;;0,76;;;juanpablo;;Día Lab.;Confirmada
77.275;;4/2/2026;La Chimbera;27;27 - Ha:2.900, Pl:4576;;Arizul;APLICACIONES;FERTILIZACION;$ 7.723,6;;0,64;;;juanpablo;;Día Lab.;Confirmada
77.274;;4/2/2026;La Chimbera;24;24 - Ha:2.800, Pl:4536;;Arizul;APLICACIONES;FERTILIZACION;$ 7.460,6;;0,62;;;juanpablo;;Día Lab.;Confirmada
77.273;;4/2/2026;La Chimbera;18;18 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;FERTILIZACION;$ 11.716,9;;0,98;;;juanpablo;;Día Lab.;Confirmada
77.266;;4/2/2026;La Chimbera;26;26 - Ha:2.900, Pl:4608;;Arizul;APLICACIONES;FERTILIZACION;$ 8.201,8;;0,68;;;juanpablo;;Día Lab.;Confirmada
77.265;;4/2/2026;La Chimbera;21;21 - Ha:2.200, Pl:3584;;Flame;APLICACIONES;FERTILIZACION;$ 6.241,0;;0,52;;;juanpablo;;Día Lab.;Confirmada
77.264;;4/2/2026;La Chimbera;16;16 - Ha:4.400, Pl:7040;;Flame;APLICACIONES;FERTILIZACION;$ 12.458,2;;1,04;;;juanpablo;;Día Lab.;Confirmada
77.26;;4/2/2026;La Chimbera;23;23 - Ha:2.800, Pl:4544;;Fiesta;APLICACIONES;FERTILIZACION;$ 7.699,7;;0,64;;;juanpablo;;Día Lab.;Confirmada
77.259;;4/2/2026;La Chimbera;22;22 - Ha:2.600, Pl:4205;;Fiesta;APLICACIONES;FERTILIZACION;$ 7.125,8;;0,60;;;juanpablo;;Día Lab.;Confirmada
77.258;;4/2/2026;La Chimbera;20;20 - Ha:4.400, Pl:7040;;Fiesta;APLICACIONES;FERTILIZACION;$ 12.075,6;;1,02;;;juanpablo;;Día Lab.;Confirmada
77.757;77757;3/2/2026;Puente Alto;2;2 - Ha:5.130, Pl:8556;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
77.755;1350;27/1/2026;Puente Alto;6;6 - Ha:3.500, Pl:6481;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 0,0;;1,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
77.754;1350;27/1/2026;Puente Alto;5;5 - Ha:2.320, Pl:4794;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 0,0;;1,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
77.753;77753;25/1/2026;Puente Alto;4;4 - Ha:4.440, Pl:7056;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Envero/Cosecha;Día Lab.;Confirmada
77.752;77752;25/1/2026;Puente Alto;3;3 - Ha:5.110, Pl:8512;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;;Día Lab.;Confirmada
76.579;76579;24/1/2026;Puente Alto;2;2 - Ha:5.130, Pl:8556;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Cosecha/Postcosecha;Día Lab.;Confirmada
76.581;1324;23/1/2026;Puente Alto;6;6 - Ha:3.500, Pl:6481;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 0,0;;1,00;;marcelow;javier;Cosecha/Postcosecha;Día Lab.;Confirmada
76.58;1324;23/1/2026;Puente Alto;5;5 - Ha:2.320, Pl:4794;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 0,0;;1,00;;marcelow;javier;Cosecha/Postcosecha;Día Lab.;Confirmada
76.578;76578;22/1/2026;Puente Alto;4;4 - Ha:4.440, Pl:7056;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Cosecha/Postcosecha;Día Lab.;Confirmada
76.577;76577;22/1/2026;Puente Alto;3;3 - Ha:5.110, Pl:8512;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Cosecha/Postcosecha;Día Lab.;Confirmada
76.576;76576;21/1/2026;Puente Alto;4;4 - Ha:4.440, Pl:7056;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Cosecha/Postcosecha;Día Lab.;Confirmada
76.575;76575;21/1/2026;Puente Alto;3;3 - Ha:5.110, Pl:8512;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Cosecha/Postcosecha;Día Lab.;Confirmada
76.797;1336;20/1/2026;Camino Truncado;57;57 - Ha:0.800, Pl:1391;Uva;Flame;APLICACIONES;FERTILIZACION;$ 1.500,0;;0,08;;marcelow;;Cosecha/Postcosecha;Día Lab.;Confirmada
76.796;1336;20/1/2026;Camino Truncado;56;56 - Ha:1.800, Pl:3009;Uva;Flame;APLICACIONES;FERTILIZACION;$ 3.375,0;;0,18;;marcelow;;Cosecha/Postcosecha;Día Lab.;Confirmada
76.795;1336;20/1/2026;Camino Truncado;51;51 - Ha:3.000, Pl:4182;Uva;Sultanina;APLICACIONES;FERTILIZACION;$ 5.906,2;;0,32;;marcelow;;Cosecha/Postcosecha;Día Lab.;Confirmada
76.794;1336;20/1/2026;Camino Truncado;23;23 - Ha:1.400, Pl:2412;Uva;Flame;APLICACIONES;FERTILIZACION;$ 2.625,0;;0,14;;marcelow;;Cosecha/Postcosecha;Día Lab.;Confirmada
76.793;1336;20/1/2026;Camino Truncado;21;21 - Ha:2.600, Pl:4396;Uva;Flame;APLICACIONES;FERTILIZACION;$ 4.875,0;;0,26;;marcelow;;Cosecha/Postcosecha;Día Lab.;Confirmada
76.792;1336;20/1/2026;Camino Truncado;20;20 - Ha:1.500, Pl:2449;Uva;Flame;APLICACIONES;FERTILIZACION;$ 2.812,5;;0,15;;marcelow;;Cosecha/Postcosecha;Día Lab.;Confirmada
76.587;76587;20/1/2026;Puente Alto;2;2 - Ha:5.130, Pl:8556;Uva;Flame;APLICACIONES;HERBICIDA MOCHILA;$ 0,0;;0,00;;marcelow;javier;Cosecha/Postcosecha;Día Lab.;Confirmada
76.574;76574;20/1/2026;Puente Alto;2;2 - Ha:5.130, Pl:8556;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;marcelow;javier;Cosecha/Postcosecha;Día Lab.;Confirmada
76.168;;20/1/2026;La Chimbera;24;24 - Ha:2.800, Pl:4536;;Arizul;APLICACIONES;HERBICIDA MOCHILA;$ 52.000,0;;3,00;;;juanpablo;;Día Lab.;Confirmada
76.779;1333;19/1/2026;Camino Truncado;9;9 - Ha:2.700, Pl:4039;Uva;Sultanina;APLICACIONES;FERTILIZACION;$ 5.062,5;;0,27;;marcelow;;Cosecha/Postcosecha;Día Lab.;Confirmada
76.778;1333;19/1/2026;Camino Truncado;8;8 - Ha:2.400, Pl:9796;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 4.500,0;;0,24;;marcelow;;Cosecha/Postcosecha;Día Lab.;Confirmada
76.777;1333;19/1/2026;Camino Truncado;4;4 - Ha:3.000, Pl:4853;Uva;Flame;APLICACIONES;FERTILIZACION;$ 5.625,0;;0,30;;marcelow;;Cosecha/Postcosecha;Día Lab.;Confirmada
76.776;1333;19/1/2026;Camino Truncado;17;17 - Ha:3.200, Pl:6136;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 5.906,2;;0,32;;marcelow;;Cosecha/Postcosecha;Día Lab.;Confirmada
