PROYECCIÓN JORNAL ESPECÍFICO — CICLO 2025-2026

Finca;Predio;Cuartel;Ha;Plantas;Variedad;Labor;Rend. Proy.;Jorn. Proy.;Rend. Real;Jorn. Reales;Desvío %;Rend. Sugerido;Jorn. Sugeridos;Fecha Inicio;Fecha Fin;Fuente
Fincas Viejas;Camino Truncado;5;4.21;6731;;Poda;300;23;229;29.4;27.8%;250;27;2026-06-01;2026-08-01;excel
Fincas Viejas;Camino Truncado;5;4.21;6731;;Atada;400;17;477;14.1;-17.1%;454;15;2026-08-01;2026-09-01;excel
Fincas Viejas;Camino Truncado;5;4.21;6731;;Desbrote de troncos;500;14;11218;0.6;-95.7%;8003;1;2026-10-01;2026-11-01;excel
Fincas Viejas;Camino Truncado;5;4.21;6731;;Acomodo de brotes;300;23;67310;0.1;-99.6%;47207;1;2026-10-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;5;4.21;6731;;Desniete Deshoje;400;17;16828;0.4;-97.6%;11900;1;2026-11-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;5;4.21;6731;;Desbrote crit. Poda;500;14;-;-;-;-;-;2026-11-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;5;4.21;6731;;Raleo de Racimos;1000;7;-;-;-;-;-;2026-12-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;5;4.21;6731;;Riego;10;1;0.6;7.2;620.0%;3;2;2026-05-01;2027-04-01;excel
Fincas Viejas;Camino Truncado;5;4.21;6731;;Malezas Mochila;5;1;1;4.1;310.0%;2;3;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;5;4.21;6731;;Desmalezar manual;4;2;-;-;-;-;-;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;5;4.21;6731;;Cosecha;250;27;556;12.1;-55.2%;464;15;2026-01-01;2026-03-01;excel
Fincas Viejas;Camino Truncado;5;4.21;6731;;Levantado;350;20;1202;5.6;-72.0%;946;8;2026-02-01;2026-04-01;excel
Fincas Viejas;Camino Truncado;6;3.7;0;;Poda;300;0;-;25.8;-;-;-;2026-06-01;2026-08-01;excel
Fincas Viejas;Camino Truncado;6;3.7;0;;Atada;400;0;-;12.4;-;-;-;2026-08-01;2026-09-01;excel
Fincas Viejas;Camino Truncado;6;3.7;0;;Desbrote de troncos;500;0;-;0.6;-;-;-;2026-10-01;2026-11-01;excel
Fincas Viejas;Camino Truncado;6;3.7;0;;Acomodo de brotes;300;0;-;0.1;-;-;-;2026-10-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;6;3.7;0;;Desniete Deshoje;400;0;-;0.3;-;-;-;2026-11-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;6;3.7;0;;Desbrote crit. Poda;500;0;-;-;-;-;-;2026-11-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;6;3.7;0;;Raleo de Racimos;1000;0;-;-;-;-;-;2026-12-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;6;3.7;0;;Riego;10;1;0.6;6.3;530.0%;3;2;2026-05-01;2027-04-01;excel
Fincas Viejas;Camino Truncado;6;3.7;0;;Malezas Mochila;5;1;1;3.6;260.0%;2;2;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;6;3.7;0;;Desmalezar manual;4;1;-;-;-;-;-;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;6;3.7;0;;Cosecha;250;0;-;10.6;-;-;-;2026-01-01;2026-03-01;excel
Fincas Viejas;Camino Truncado;6;3.7;0;;Levantado;350;0;-;4.9;-;-;-;2026-02-01;2026-04-01;excel
Fincas Viejas;Camino Truncado;7;4.9;0;;Poda;300;0;-;34.2;-;-;-;2026-06-01;2026-08-01;excel
Fincas Viejas;Camino Truncado;7;4.9;0;;Atada;400;0;-;16.5;-;-;-;2026-08-01;2026-09-01;excel
Fincas Viejas;Camino Truncado;7;4.9;0;;Desbrote de troncos;500;0;-;0.8;-;-;-;2026-10-01;2026-11-01;excel
Fincas Viejas;Camino Truncado;7;4.9;0;;Acomodo de brotes;300;0;-;0.1;-;-;-;2026-10-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;7;4.9;0;;Desniete Deshoje;400;0;-;0.4;-;-;-;2026-11-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;7;4.9;0;;Desbrote crit. Poda;500;0;-;-;-;-;-;2026-11-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;7;4.9;0;;Raleo de Racimos;1000;0;-;-;-;-;-;2026-12-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;7;4.9;0;;Riego;10;1;0.6;8.3;730.0%;3;2;2026-05-01;2027-04-01;excel
Fincas Viejas;Camino Truncado;7;4.9;0;;Malezas Mochila;5;1;1;4.8;380.0%;2;3;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;7;4.9;0;;Desmalezar manual;4;2;-;-;-;-;-;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;7;4.9;0;;Cosecha;250;0;-;14;-;-;-;2026-01-01;2026-03-01;excel
Fincas Viejas;Camino Truncado;7;4.9;0;;Levantado;350;0;-;6.5;-;-;-;2026-02-01;2026-04-01;excel
Fincas Viejas;Camino Truncado;8;2.4;9796;;Poda;300;33;583;16.8;-49.1%;498;20;2026-06-01;2026-08-01;excel
Fincas Viejas;Camino Truncado;8;2.4;9796;;Atada;400;25;1209;8.1;-67.6%;966;11;2026-08-01;2026-09-01;excel
Fincas Viejas;Camino Truncado;8;2.4;9796;;Desbrote de troncos;500;20;24490;0.4;-98.0%;17293;1;2026-10-01;2026-11-01;excel
Fincas Viejas;Camino Truncado;8;2.4;9796;;Acomodo de brotes;300;33;97960;0.1;-99.7%;68662;1;2026-10-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;8;2.4;9796;;Desniete Deshoje;400;25;48980;0.2;-99.2%;34406;1;2026-11-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;8;2.4;9796;;Desbrote crit. Poda;500;20;-;-;-;-;-;2026-11-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;8;2.4;9796;;Raleo de Racimos;1000;10;-;-;-;-;-;2026-12-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;8;2.4;9796;;Riego;10;1;0.6;4.1;310.0%;3;1;2026-05-01;2027-04-01;excel
Fincas Viejas;Camino Truncado;8;2.4;9796;;Malezas Mochila;5;1;1;2.3;130.0%;2;2;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;8;2.4;9796;;Desmalezar manual;4;1;-;-;-;-;-;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;8;2.4;9796;;Cosecha;250;40;1420;6.9;-82.8%;1069;10;2026-01-01;2026-03-01;excel
Fincas Viejas;Camino Truncado;8;2.4;9796;;Levantado;350;28;3061;3.2;-88.6%;2248;5;2026-02-01;2026-04-01;excel
Fincas Viejas;Camino Truncado;9;2.7;4039;;Poda;300;14;214;18.9;35.0%;240;17;2026-06-01;2026-08-01;excel
Fincas Viejas;Camino Truncado;9;2.7;4039;;Atada;400;11;444;9.1;-17.3%;431;10;2026-08-01;2026-09-01;excel
Fincas Viejas;Camino Truncado;9;2.7;4039;;Desbrote de troncos;500;9;10098;0.4;-95.6%;7219;1;2026-10-01;2026-11-01;excel
Fincas Viejas;Camino Truncado;9;2.7;4039;;Acomodo de brotes;300;14;40390;0.1;-99.3%;28363;1;2026-10-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;9;2.7;4039;;Desniete Deshoje;400;11;20195;0.2;-98.2%;14257;1;2026-11-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;9;2.7;4039;;Desbrote crit. Poda;500;9;-;-;-;-;-;2026-11-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;9;2.7;4039;;Raleo de Racimos;1000;5;-;-;-;-;-;2026-12-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;9;2.7;4039;;Riego;10;1;0.6;4.6;360.0%;3;1;2026-05-01;2027-04-01;excel
Fincas Viejas;Camino Truncado;9;2.7;4039;;Malezas Mochila;5;1;1;2.6;160.0%;2;2;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;9;2.7;4039;;Desmalezar manual;4;1;-;-;-;-;-;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;9;2.7;4039;;Cosecha;250;17;525;7.7;-54.7%;443;10;2026-01-01;2026-03-01;excel
Fincas Viejas;Camino Truncado;9;2.7;4039;;Levantado;350;12;1122;3.6;-70.0%;890;5;2026-02-01;2026-04-01;excel
Fincas Viejas;Camino Truncado;10;1.9;3171;;Poda;300;11;238;13.3;20.9%;257;13;2026-06-01;2026-08-01;excel
Fincas Viejas;Camino Truncado;10;1.9;3171;;Atada;400;8;495;6.4;-20.0%;467;7;2026-08-01;2026-09-01;excel
Fincas Viejas;Camino Truncado;10;1.9;3171;;Desbrote de troncos;500;7;10570;0.3;-95.7%;7549;1;2026-10-01;2026-11-01;excel
Fincas Viejas;Camino Truncado;10;1.9;3171;;Acomodo de brotes;300;11;-;-;-;-;-;2026-10-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;10;1.9;3171;;Desniete Deshoje;400;8;15855;0.2;-97.5%;11219;1;2026-11-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;10;1.9;3171;;Desbrote crit. Poda;500;7;-;-;-;-;-;2026-11-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;10;1.9;3171;;Raleo de Racimos;1000;4;-;-;-;-;-;2026-12-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;10;1.9;3171;;Riego;10;1;0.6;3.2;220.0%;3;1;2026-05-01;2027-04-01;excel
Fincas Viejas;Camino Truncado;10;1.9;3171;;Malezas Mochila;5;1;1;1.9;90.0%;2;1;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;10;1.9;3171;;Desmalezar manual;4;1;-;-;-;-;-;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;10;1.9;3171;;Cosecha;250;13;587;5.4;-58.5%;486;7;2026-01-01;2026-03-01;excel
Fincas Viejas;Camino Truncado;10;1.9;3171;;Levantado;350;10;1268;2.5;-75.0%;993;4;2026-02-01;2026-04-01;excel
Fincas Viejas;Camino Truncado;11;2.58;5332;;Poda;300;18;296;18;0.0%;297;18;2026-06-01;2026-08-01;excel
Fincas Viejas;Camino Truncado;11;2.58;5332;;Atada;400;14;613;8.7;-37.9%;549;10;2026-08-01;2026-09-01;excel
Fincas Viejas;Camino Truncado;11;2.58;5332;;Desbrote de troncos;500;11;13330;0.4;-96.4%;9481;1;2026-10-01;2026-11-01;excel
Fincas Viejas;Camino Truncado;11;2.58;5332;;Acomodo de brotes;300;18;53320;0.1;-99.4%;37414;1;2026-10-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;11;2.58;5332;;Desniete Deshoje;400;14;26660;0.2;-98.6%;18782;1;2026-11-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;11;2.58;5332;;Desbrote crit. Poda;500;11;-;-;-;-;-;2026-11-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;11;2.58;5332;;Raleo de Racimos;1000;6;-;-;-;-;-;2026-12-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;11;2.58;5332;;Riego;10;1;0.6;4.4;340.0%;3;1;2026-05-01;2027-04-01;excel
Fincas Viejas;Camino Truncado;11;2.58;5332;;Malezas Mochila;5;1;1;2.5;150.0%;2;2;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;11;2.58;5332;;Desmalezar manual;4;1;-;-;-;-;-;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;11;2.58;5332;;Cosecha;250;22;721;7.4;-66.4%;580;10;2026-01-01;2026-03-01;excel
Fincas Viejas;Camino Truncado;11;2.58;5332;;Levantado;350;16;1568;3.4;-78.8%;1203;5;2026-02-01;2026-04-01;excel
Fincas Viejas;Camino Truncado;12;2.54;5244;;Poda;300;18;296;17.7;-1.7%;297;18;2026-06-01;2026-08-01;excel
Fincas Viejas;Camino Truncado;12;2.54;5244;;Atada;400;14;617;8.5;-39.3%;552;10;2026-08-01;2026-09-01;excel
Fincas Viejas;Camino Truncado;12;2.54;5244;;Desbrote de troncos;500;11;13110;0.4;-96.4%;9327;1;2026-10-01;2026-11-01;excel
Fincas Viejas;Camino Truncado;12;2.54;5244;;Acomodo de brotes;300;18;52440;0.1;-99.4%;36798;1;2026-10-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;12;2.54;5244;;Desniete Deshoje;400;14;26220;0.2;-98.6%;18474;1;2026-11-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;12;2.54;5244;;Desbrote crit. Poda;500;11;-;-;-;-;-;2026-11-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;12;2.54;5244;;Raleo de Racimos;1000;6;-;-;-;-;-;2026-12-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;12;2.54;5244;;Riego;10;1;0.6;4.3;330.0%;3;1;2026-05-01;2027-04-01;excel
Fincas Viejas;Camino Truncado;12;2.54;5244;;Malezas Mochila;5;1;1;2.5;150.0%;2;2;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;12;2.54;5244;;Desmalezar manual;4;1;-;-;-;-;-;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;12;2.54;5244;;Cosecha;250;21;718;7.3;-65.2%;578;10;2026-01-01;2026-03-01;excel
Fincas Viejas;Camino Truncado;12;2.54;5244;;Levantado;350;15;1542;3.4;-77.3%;1184;5;2026-02-01;2026-04-01;excel
Fincas Viejas;Camino Truncado;13;1.73;3267;;Poda;300;11;270;12.1;10.0%;279;12;2026-06-01;2026-08-01;excel
Fincas Viejas;Camino Truncado;13;1.73;3267;;Atada;400;9;563;5.8;-35.6%;514;7;2026-08-01;2026-09-01;excel
Fincas Viejas;Camino Truncado;13;1.73;3267;;Desbrote de troncos;500;7;10890;0.3;-95.7%;7773;1;2026-10-01;2026-11-01;excel
Fincas Viejas;Camino Truncado;13;1.73;3267;;Acomodo de brotes;300;11;-;-;-;-;-;2026-10-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;13;1.73;3267;;Desniete Deshoje;400;9;16335;0.2;-97.8%;11555;1;2026-11-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;13;1.73;3267;;Desbrote crit. Poda;500;7;-;-;-;-;-;2026-11-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;13;1.73;3267;;Raleo de Racimos;1000;4;-;-;-;-;-;2026-12-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;13;1.73;3267;;Riego;10;1;0.6;2.9;190.0%;3;1;2026-05-01;2027-04-01;excel
Fincas Viejas;Camino Truncado;13;1.73;3267;;Malezas Mochila;5;1;1;1.7;70.0%;2;1;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;13;1.73;3267;;Desmalezar manual;4;1;-;-;-;-;-;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;13;1.73;3267;;Cosecha;250;14;653;5;-64.3%;532;7;2026-01-01;2026-03-01;excel
Fincas Viejas;Camino Truncado;13;1.73;3267;;Levantado;350;10;1420;2.3;-77.0%;1099;3;2026-02-01;2026-04-01;excel
Fincas Viejas;Camino Truncado;14;2.99;4098;;Poda;300;14;196;20.9;49.3%;227;19;2026-06-01;2026-08-01;excel
Fincas Viejas;Camino Truncado;14;2.99;4098;;Atada;400;11;410;10;-9.1%;407;11;2026-08-01;2026-09-01;excel
Fincas Viejas;Camino Truncado;14;2.99;4098;;Desbrote de troncos;500;9;8196;0.5;-94.4%;5887;1;2026-10-01;2026-11-01;excel
Fincas Viejas;Camino Truncado;14;2.99;4098;;Acomodo de brotes;300;14;40980;0.1;-99.3%;28776;1;2026-10-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;14;2.99;4098;;Desniete Deshoje;400;11;13660;0.3;-97.3%;9682;1;2026-11-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;14;2.99;4098;;Desbrote crit. Poda;500;9;-;-;-;-;-;2026-11-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;14;2.99;4098;;Raleo de Racimos;1000;5;-;-;-;-;-;2026-12-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;14;2.99;4098;;Riego;10;1;0.6;5.1;410.0%;3;1;2026-05-01;2027-04-01;excel
Fincas Viejas;Camino Truncado;14;2.99;4098;;Malezas Mochila;5;1;1;2.9;190.0%;2;2;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;14;2.99;4098;;Desmalezar manual;4;1;-;-;-;-;-;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;14;2.99;4098;;Cosecha;250;17;477;8.6;-49.4%;409;11;2026-01-01;2026-03-01;excel
Fincas Viejas;Camino Truncado;14;2.99;4098;;Levantado;350;12;1025;4;-66.7%;823;5;2026-02-01;2026-04-01;excel
Fincas Viejas;Camino Truncado;15;3.14;6503;;Poda;300;22;297;21.9;-0.5%;298;22;2026-06-01;2026-08-01;excel
Fincas Viejas;Camino Truncado;15;3.14;6503;;Atada;400;17;619;10.5;-38.2%;553;12;2026-08-01;2026-09-01;excel
Fincas Viejas;Camino Truncado;15;3.14;6503;;Desbrote de troncos;500;14;13006;0.5;-96.4%;9254;1;2026-10-01;2026-11-01;excel
Fincas Viejas;Camino Truncado;15;3.14;6503;;Acomodo de brotes;300;22;65030;0.1;-99.5%;45611;1;2026-10-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;15;3.14;6503;;Desniete Deshoje;400;17;21677;0.3;-98.2%;15294;1;2026-11-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;15;3.14;6503;;Desbrote crit. Poda;500;14;-;-;-;-;-;2026-11-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;15;3.14;6503;;Raleo de Racimos;1000;7;-;-;-;-;-;2026-12-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;15;3.14;6503;;Riego;10;1;0.6;5.3;430.0%;3;2;2026-05-01;2027-04-01;excel
Fincas Viejas;Camino Truncado;15;3.14;6503;;Malezas Mochila;5;1;1;3.1;210.0%;2;2;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;15;3.14;6503;;Desmalezar manual;4;1;-;-;-;-;-;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;15;3.14;6503;;Cosecha;250;27;723;9;-66.7%;581;12;2026-01-01;2026-03-01;excel
Fincas Viejas;Camino Truncado;15;3.14;6503;;Levantado;350;19;1548;4.2;-77.9%;1189;6;2026-02-01;2026-04-01;excel
Fincas Viejas;Camino Truncado;16;3.33;4568;;Poda;300;16;196;23.3;45.6%;227;21;2026-06-01;2026-08-01;excel
Fincas Viejas;Camino Truncado;16;3.33;4568;;Atada;400;12;408;11.2;-6.7%;406;12;2026-08-01;2026-09-01;excel
Fincas Viejas;Camino Truncado;16;3.33;4568;;Desbrote de troncos;500;10;9136;0.5;-95.0%;6545;1;2026-10-01;2026-11-01;excel
Fincas Viejas;Camino Truncado;16;3.33;4568;;Acomodo de brotes;300;16;45680;0.1;-99.4%;32066;1;2026-10-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;16;3.33;4568;;Desniete Deshoje;400;12;15227;0.3;-97.5%;10779;1;2026-11-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;16;3.33;4568;;Desbrote crit. Poda;500;10;-;-;-;-;-;2026-11-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;16;3.33;4568;;Raleo de Racimos;1000;5;-;-;-;-;-;2026-12-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;16;3.33;4568;;Riego;10;1;0.6;5.7;470.0%;3;2;2026-05-01;2027-04-01;excel
Fincas Viejas;Camino Truncado;16;3.33;4568;;Malezas Mochila;5;1;1;3.2;220.0%;2;2;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;16;3.33;4568;;Desmalezar manual;4;1;-;-;-;-;-;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;16;3.33;4568;;Cosecha;250;19;481;9.5;-50.0%;412;12;2026-01-01;2026-03-01;excel
Fincas Viejas;Camino Truncado;16;3.33;4568;;Levantado;350;14;1038;4.4;-68.6%;832;6;2026-02-01;2026-04-01;excel
Fincas Viejas;Camino Truncado;17;3.2;6136;;Poda;300;21;275;22.3;6.2%;283;22;2026-06-01;2026-08-01;excel
Fincas Viejas;Camino Truncado;17;3.2;6136;;Atada;400;16;573;10.7;-33.1%;521;12;2026-08-01;2026-09-01;excel
Fincas Viejas;Camino Truncado;17;3.2;6136;;Desbrote de troncos;500;13;12272;0.5;-96.2%;8740;1;2026-10-01;2026-11-01;excel
Fincas Viejas;Camino Truncado;17;3.2;6136;;Acomodo de brotes;300;21;61360;0.1;-99.5%;43042;1;2026-10-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;17;3.2;6136;;Desniete Deshoje;400;16;20453;0.3;-98.1%;14437;1;2026-11-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;17;3.2;6136;;Desbrote crit. Poda;500;13;-;-;-;-;-;2026-11-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;17;3.2;6136;;Raleo de Racimos;1000;7;-;-;-;-;-;2026-12-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;17;3.2;6136;;Riego;10;1;0.6;5.4;440.0%;3;2;2026-05-01;2027-04-01;excel
Fincas Viejas;Camino Truncado;17;3.2;6136;;Malezas Mochila;5;1;1;3.1;210.0%;2;2;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;17;3.2;6136;;Desmalezar manual;4;1;-;-;-;-;-;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;17;3.2;6136;;Cosecha;250;25;667;9.2;-63.2%;542;12;2026-01-01;2026-03-01;excel
Fincas Viejas;Camino Truncado;17;3.2;6136;;Levantado;350;18;1427;4.3;-76.1%;1104;6;2026-02-01;2026-04-01;excel
Fincas Viejas;Camino Truncado;18;2.1;3420;;Poda;300;12;233;14.7;22.5%;253;14;2026-06-01;2026-08-01;excel
Fincas Viejas;Camino Truncado;18;2.1;3420;;Atada;400;9;482;7.1;-21.1%;457;8;2026-08-01;2026-09-01;excel
Fincas Viejas;Camino Truncado;18;2.1;3420;;Desbrote de troncos;500;7;11400;0.3;-95.7%;8130;1;2026-10-01;2026-11-01;excel
Fincas Viejas;Camino Truncado;18;2.1;3420;;Acomodo de brotes;300;12;-;-;-;-;-;2026-10-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;18;2.1;3420;;Desniete Deshoje;400;9;17100;0.2;-97.8%;12090;1;2026-11-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;18;2.1;3420;;Desbrote crit. Poda;500;7;-;-;-;-;-;2026-11-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;18;2.1;3420;;Raleo de Racimos;1000;4;-;-;-;-;-;2026-12-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;18;2.1;3420;;Riego;10;1;0.6;3.6;260.0%;3;1;2026-05-01;2027-04-01;excel
Fincas Viejas;Camino Truncado;18;2.1;3420;;Malezas Mochila;5;1;1.1;2;100.0%;2;2;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;18;2.1;3420;;Desmalezar manual;4;1;-;-;-;-;-;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;18;2.1;3420;;Cosecha;250;14;570;6;-57.1%;474;8;2026-01-01;2026-03-01;excel
Fincas Viejas;Camino Truncado;18;2.1;3420;;Levantado;350;10;1221;2.8;-72.0%;960;4;2026-02-01;2026-04-01;excel
Fincas Viejas;Camino Truncado;19;1.3;2166;;Poda;300;8;238;9.1;13.7%;257;9;2026-06-01;2026-08-01;excel
Fincas Viejas;Camino Truncado;19;1.3;2166;;Atada;400;6;492;4.4;-26.7%;464;5;2026-08-01;2026-09-01;excel
Fincas Viejas;Camino Truncado;19;1.3;2166;;Desbrote de troncos;500;5;10830;0.2;-96.0%;7731;1;2026-10-01;2026-11-01;excel
Fincas Viejas;Camino Truncado;19;1.3;2166;;Acomodo de brotes;300;8;-;-;-;-;-;2026-10-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;19;1.3;2166;;Desniete Deshoje;400;6;21660;0.1;-98.3%;15282;1;2026-11-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;19;1.3;2166;;Desbrote crit. Poda;500;5;-;-;-;-;-;2026-11-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;19;1.3;2166;;Raleo de Racimos;1000;3;-;-;-;-;-;2026-12-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;19;1.3;2166;;Riego;10;1;0.6;2.2;120.0%;3;1;2026-05-01;2027-04-01;excel
Fincas Viejas;Camino Truncado;19;1.3;2166;;Malezas Mochila;5;1;1;1.3;30.0%;2;1;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;19;1.3;2166;;Desmalezar manual;4;1;-;-;-;-;-;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;19;1.3;2166;;Cosecha;250;9;585;3.7;-58.9%;485;5;2026-01-01;2026-03-01;excel
Fincas Viejas;Camino Truncado;19;1.3;2166;;Levantado;350;7;1274;1.7;-75.7%;997;3;2026-02-01;2026-04-01;excel
Fincas Viejas;Camino Truncado;20;1.5;2449;;Poda;300;9;233;10.5;16.7%;253;10;2026-06-01;2026-08-01;excel
Fincas Viejas;Camino Truncado;20;1.5;2449;;Atada;400;7;490;5;-28.6%;463;6;2026-08-01;2026-09-01;excel
Fincas Viejas;Camino Truncado;20;1.5;2449;;Desbrote de troncos;500;5;12245;0.2;-96.0%;8722;1;2026-10-01;2026-11-01;excel
Fincas Viejas;Camino Truncado;20;1.5;2449;;Acomodo de brotes;300;9;-;-;-;-;-;2026-10-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;20;1.5;2449;;Desniete Deshoje;400;7;24490;0.1;-98.6%;17263;1;2026-11-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;20;1.5;2449;;Desbrote crit. Poda;500;5;-;-;-;-;-;2026-11-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;20;1.5;2449;;Raleo de Racimos;1000;3;-;-;-;-;-;2026-12-01;2027-01-01;excel
Fincas Viejas;Camino Truncado;20;1.5;2449;;Riego;10;1;0.6;2.6;160.0%;3;1;2026-05-01;2027-04-01;excel
Fincas Viejas;Camino Truncado;20;1.5;2449;;Malezas Mochila;5;1;1;1.5;50.0%;2;1;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;20;1.5;2449;;Desmalezar manual;4;1;-;-;-;-;-;2026-09-01;2027-03-01;excel
Fincas Viejas;Camino Truncado;20;1.5;2449;;Cosecha;250;10;570;4.3;-57.0%;474;6;2026-01-01;2026-03-01;excel
Fincas Viejas;Camino Truncado;20;1.5;2449;;Levantado;350;7;1225;2;-71.4%;963;3;2026-02-01;2026-04-01;excel
Fincas Viejas;Camino Truncado;21;2.6;4396;;Poda;300;15;242;18.2;21.3%;259;17;2026-06-01;2026-08-01;excel
Fincas Viejas;Camino Truncado;21;2.6;4396;;Atada;400;11;505;8.7;-20.9%;474;10;2026-08-01;2026-09-01;excel
Fincas Viejas;Camino Truncado;21;2.6;4396;;Desbrote de troncos;500;9;10990;0.4;-95.6%;7843;1;2026-10-01;2026-11-01;excel
Fincas Viejas;Camino Truncado;21;2.6;4396;;Acomodo de brotes;300;15;43960;0.1;-99.3%;30862;1;2026-10-01;2026-12-01;excel
Fincas Viejas;Camino Truncado;21;2.6;4396;;Desniete Deshoje;400;11;21980;0.2;-98.2%;15506;1;2026-11-01;2027-01-01;excel
