Finca;Predio;Cuartel;Variedad;Has;Año;Ciclo;Kg;Estado;Referencia
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;7;Selma;1,15;2015;2014-2015;25.275;Uva;Puente Alto 7 2015
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;7;Selma;1,15;2016;2015-2016;7.267;Uva;Puente Alto 7 2016
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;7;Selma;1,15;2017;2016-2017;24.279;Uva;Puente Alto 7 2017
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;7;Selma;1,15;2018;2017-2018;13.526;Uva;Puente Alto 7 2018
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;7;Selma;1,15;2019;2018-2019;6.632;Uva;Puente Alto 7 2019
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;7;Selma;1,15;2020;2019-2020;0;Uva;Puente Alto 7 2020
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;7;Selma;1,15;2021;2020-2021;8.801;Uva;Puente Alto 7 2021
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;7;Selma;1,15;2022;2021-2022;25.954;Uva;Puente Alto 7 2022
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;7;Selma;1,15;2023;2022-2023;9.464;Uva;Puente Alto 7 2023
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;7;Selma;1,15;2024;2023-2024;19.990;Uva;Puente Alto 7 2024
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;2;Flame;5,13;2025;2024-2025;45.988;Pasa;Puente Alto 2 2025
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;20;Fiesta;4,4;2013;2012-2013;6.320;Uva;La Chimbera 20 2013
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;20;Fiesta;4,4;2014;2013-2014;18.317;Uva;La Chimbera 20 2014
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;20;Fiesta;4,4;2015;2014-2015;69.512;Uva;La Chimbera 20 2015
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;20;Fiesta;4,4;2016;2015-2016;26.594;Uva;La Chimbera 20 2016
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;20;Fiesta;4,4;2017;2016-2017;34.729;Uva;La Chimbera 20 2017
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;20;Fiesta;4,4;2018;2017-2018;59.465;Uva;La Chimbera 20 2018
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;20;Fiesta;4,4;2019;2018-2019;25.589;Uva;La Chimbera 20 2019
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;20;Fiesta;4,4;2020;2019-2020;59.055;Uva;La Chimbera 20 2020
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;20;Fiesta;4,4;2021;2020-2021;303.486;Uva;La Chimbera 20 2021
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;20;Fiesta;4,4;2022;2021-2022;98.445;Uva;La Chimbera 20 2022
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;20;Fiesta;4,4;2023;2022-2023;50.175;Uva;La Chimbera 20 2023
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;20;Fiesta;4,4;2024;2023-2024;162.600;Uva;La Chimbera 20 2024
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;15;Flame;3,69;2025;2024-2025;152.880;Uva;La Chimbera 15 2025
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;22;Fiesta;2,63;2013;2012-2013;4.355;Uva;La Chimbera 22 2013
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;22;Fiesta;2,63;2014;2013-2014;35.218;Uva;La Chimbera 22 2014
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;22;Fiesta;2,63;2015;2014-2015;68.719;Uva;La Chimbera 22 2015
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;22;Fiesta;2,63;2016;2015-2016;35.724;Uva;La Chimbera 22 2016
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;22;Fiesta;2,63;2017;2016-2017;26.545;Uva;La Chimbera 22 2017
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;22;Fiesta;2,63;2018;2017-2018;67.717;Uva;La Chimbera 22 2018
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;22;Fiesta;2,63;2019;2018-2019;49.911;Uva;La Chimbera 22 2019
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;22;Fiesta;2,63;2020;2019-2020;50.860;Uva;La Chimbera 22 2020
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;22;Fiesta;2,63;2021;2020-2021;186.748;Uva;La Chimbera 22 2021
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;22;Fiesta;2,63;2022;2021-2022;61.178;Uva;La Chimbera 22 2022
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;22;Fiesta;2,63;2023;2022-2023;65.295;Uva;La Chimbera 22 2023
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;22;Fiesta;2,63;2024;2023-2024;98.400;Uva;La Chimbera 22 2024
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;15;Flame;3,69;2025;2024-2025;37.090;Pasa;La Chimbera 15 2025
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;26;Arizul;2,88;2014;2013-2014;1.950;Uva;La Chimbera 26 2014
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;26;Arizul;2,88;2015;2014-2015;19.441;Uva;La Chimbera 26 2015
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;26;Arizul;2,88;2016;2015-2016;25.360;Uva;La Chimbera 26 2016
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;26;Arizul;2,88;2017;2016-2017;18.822;Uva;La Chimbera 26 2017
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;26;Arizul;2,88;2018;2017-2018;24.445;Uva;La Chimbera 26 2018
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;26;Arizul;2,88;2019;2018-2019;56.985;Uva;La Chimbera 26 2019
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;26;Arizul;2,88;2020;2019-2020;71.303;Uva;La Chimbera 26 2020
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;26;Arizul;2,88;2021;2020-2021;98.077;Uva;La Chimbera 26 2021
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;26;Arizul;2,88;2022;2021-2022;12.735;Uva;La Chimbera 26 2022
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;26;Arizul;2,88;2023;2022-2023;99.296;Uva;La Chimbera 26 2023
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;26;Arizul;2,88;2024;2023-2024;133.200;Uva;La Chimbera 26 2024
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;16;Flame;4,4;2025;2024-2025;182.950;Uva;La Chimbera 16 2025
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;27;Arizul;2,86;2014;2013-2014;5.280;Uva;La Chimbera 27 2014
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;27;Arizul;2,86;2015;2014-2015;36.869;Uva;La Chimbera 27 2015
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;27;Arizul;2,86;2016;2015-2016;62.720;Uva;La Chimbera 27 2016
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;27;Arizul;2,86;2017;2016-2017;36.727;Uva;La Chimbera 27 2017
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;27;Arizul;2,86;2018;2017-2018;24.892;Uva;La Chimbera 27 2018
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;27;Arizul;2,86;2019;2018-2019;67.838;Uva;La Chimbera 27 2019
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;27;Arizul;2,86;2020;2019-2020;68.475;Uva;La Chimbera 27 2020
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;27;Arizul;2,86;2021;2020-2021;132.148;Uva;La Chimbera 27 2021
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;27;Arizul;2,86;2022;2021-2022;45.547;Uva;La Chimbera 27 2022
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;27;Arizul;2,86;2023;2022-2023;117.771;Uva;La Chimbera 27 2023
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;27;Arizul;2,86;2024;2023-2024;94.500;Uva;La Chimbera 27 2024
Camino Truncado, Puente Alto y La Chimbera;Puente Alto;16;Flame;4,4;2025;2024-2025;57.818;Pasa;La Chimbera 16 2025
El Espejo;EEII;14;Fiesta;2,28;2023;2022-2023;30.225;Uva;El Espejo II 14 2023
El Espejo;EEII;14;Fiesta;2,28;2024;2023-2024;57.000;Uva;El Espejo II 14 2024
El Espejo;EEII;14;Fiesta;2,28;2025;2024-2025;58.014;Uva;El Espejo II 14 2025
El Espejo;EEII;15;Fiesta;3,44;2023;2022-2023;48.750;Uva;El Espejo II 15 2023
El Espejo;EEII;15;Fiesta;3,44;2024;2023-2024;84.600;Uva;El Espejo II 15 2024
El Espejo;EEII;15;Fiesta;3,44;2025;2024-2025;89.720;Uva;El Espejo II 15 2025
El Espejo;EEII;16;Fiesta;4,9;2023;2022-2023;35.750;Uva;El Espejo II 16 2023
El Espejo;EEII;16;Fiesta;4,9;2024;2023-2024;65.700;Uva;El Espejo II 16 2024
El Espejo;EEII;16;Fiesta;4,9;2025;2024-2025;96.820;Uva;El Espejo II 16 2025
El Espejo;EEII;17;Fiesta;3,43;2022;2021-2022;8.850;Uva;El Espejo II 17 2022
El Espejo;EEII;17;Fiesta;3,43;2023;2022-2023;30.875;Uva;El Espejo II 17 2023
El Espejo;EEII;17;Fiesta;3,43;2024;2023-2024;37.200;Uva;El Espejo II 17 2024
El Espejo;EEII;17;Fiesta;3,43;2025;2024-2025;69.000;Uva;El Espejo II 17 2025
El Espejo;EEII;18;Fiesta;2,12;2023;2022-2023;18.525;Uva;El Espejo II 18 2023
El Espejo;EEII;18;Fiesta;2,12;2024;2023-2024;44.700;Uva;El Espejo II 18 2024
El Espejo;EEII;18;Fiesta;2,12;2025;2024-2025;41.852;Uva;El Espejo II 18 2025
El Espejo;EEII;19;Fiesta;3,59;2023;2022-2023;14.625;Uva;El Espejo II 19 2023
El Espejo;EEII;19;Fiesta;3,59;2024;2023-2024;42.600;Uva;El Espejo II 19 2024
El Espejo;EEII;19;Fiesta;3,59;2025;2024-2025;59.572;Uva;El Espejo II 19 2025
El Espejo;EEII;20;Fiesta;4,68;2023;2022-2023;20.150;Uva;El Espejo II 20 2023
El Espejo;EEII;20;Fiesta;4,68;2024;2023-2024;52.200;Uva;El Espejo II 20 2024
El Espejo;EEII;20;Fiesta;4,68;2025;2024-2025;78.800;Uva;El Espejo II 20 2025
El Espejo;EEII;21;Fiesta;3,19;2023;2022-2023;8.125;Uva;El Espejo II 21 2023
El Espejo;EEII;21;Fiesta;3,19;2024;2023-2024;24.000;Uva;El Espejo II 21 2024
El Espejo;EEII;21;Fiesta;3,19;2025;2024-2025;42.960;Uva;El Espejo II 21 2025
El Espejo;EEII;1;Selma;5,54;2022;2021-2022;33.300;Uva;El Espejo II 1 2022
El Espejo;EEII;1;Selma;5,54;2023;2022-2023;123.500;Uva;El Espejo II 1 2023
El Espejo;EEII;1;Selma;5,54;2024;2023-2024;96.766;Uva;El Espejo II 1 2024
El Espejo;EEII;1;Selma;5,54;2025;2024-2025;156.200;Uva;El Espejo II 1 2025
El Espejo;EEII;2;Selma;5,54;2022;2021-2022;41.400;Uva;El Espejo II 2 2022
El Espejo;EEII;2;Selma;5,54;2023;2022-2023;116.675;Uva;El Espejo II 2 2023
El Espejo;EEII;2;Selma;5,54;2024;2023-2024;136.320;Uva;El Espejo II 2 2024
El Espejo;EEII;2;Selma;5,54;2025;2024-2025;153.920;Uva;El Espejo II 2 2025
El Espejo;EEII;3;Selma;5,54;2022;2021-2022;7.500;Uva;El Espejo II 3 2022
El Espejo;EEII;3;Selma;5,54;2023;2022-2023;75.400;Uva;El Espejo II 3 2023
El Espejo;EEII;3;Selma;5,54;2024;2023-2024;90.166;Uva;El Espejo II 3 2024
El Espejo;EEII;3;Selma;5,54;2025;2024-2025;128.806;Uva;El Espejo II 3 2025
El Espejo;EEII;4;Selma;5,54;2022;2021-2022;12.000;Uva;El Espejo II 4 2022
El Espejo;EEII;4;Selma;5,54;2023;2022-2023;78.975;Uva;El Espejo II 4 2023
El Espejo;EEII;4;Selma;5,54;2024;2023-2024;73.416;Uva;El Espejo II 4 2024
El Espejo;EEII;4;Selma;5,54;2025;2024-2025;111.137;Uva;El Espejo II 4 2025
El Espejo;EEII;5;Selma;5,54;2022;2021-2022;17.400;Uva;El Espejo II 5 2022
El Espejo;EEII;5;Selma;5,54;2023;2022-2023;85.150;Uva;El Espejo II 5 2023
El Espejo;EEII;5;Selma;5,54;2024;2023-2024;83.355;Uva;El Espejo II 5 2024
El Espejo;EEII;5;Selma;5,54;2025;2024-2025;105.680;Uva;El Espejo II 5 2025
El Espejo;EEII;6;Selma;5,54;2022;2021-2022;19.500;Uva;El Espejo II 6 2022
El Espejo;EEII;6;Selma;5,54;2023;2022-2023;96.200;Uva;El Espejo II 6 2023
El Espejo;EEII;6;Selma;5,54;2024;2023-2024;107.473;Uva;El Espejo II 6 2024
El Espejo;EEII;6;Selma;5,54;2025;2024-2025;124.680;Uva;El Espejo II 6 2025
El Espejo;EEII;7;Selma;5,54;2023;2022-2023;17.875;Uva;El Espejo II 7 2023
El Espejo;EEII;7;Selma;5,54;2024;2023-2024;14.400;Uva;El Espejo II 7 2024
El Espejo;EEII;7;Selma;5,54;2025;2024-2025;52.933;Uva;El Espejo II 7 2025
El Espejo;EEII;8;Selma;5,54;2022;2021-2022;1.200;Uva;El Espejo II 8 2022
El Espejo;EEII;8;Selma;5,54;2023;2022-2023;24.700;Uva;El Espejo II 8 2023
El Espejo;EEII;8;Selma;5,54;2024;2023-2024;28.200;Uva;El Espejo II 8 2024
El Espejo;EEII;8;Selma;5,54;2025;2024-2025;78.170;Uva;El Espejo II 8 2025
El Espejo;EEIII;22;Fiesta;3,64;2024;2023-2024;2.400;Uva;El Espejo III 22 2024
El Espejo;EEIII;22;Fiesta;3,64;2025;2024-2025;36.800;Uva;El Espejo III 22 2025
El Espejo;EEIII;23;Fiesta;3,64;2024;2023-2024;2.400;Uva;El Espejo III 23 2024
El Espejo;EEIII;22;Fiesta;3,64;2025;2024-2025;8.895;Pasa;El Espejo III 22 2025
El Espejo;EEIII;23;Fiesta;3,64;2025;2024-2025;34.400;Uva;El Espejo III 23 2025
El Espejo;EEIII;23;Fiesta;3,64;2025;2024-2025;8.271;Pasa;El Espejo III 23 2025
El Espejo;EEIII;24;Flame;3,64;2025;2024-2025;9.600;Uva;El Espejo III 24 2025
El Espejo;EEIII;24;Flame;3,64;2025;2024-2025;2.386;Pasa;El Espejo III 24 2025
El Espejo;EEIII;25;Flame;2;2025;2024-2025;4.800;Uva;El Espejo III 25 2025
El Espejo;EEIII;25;Flame;2;2025;2024-2025;1.193;Pasa;El Espejo III 25 2025
El Espejo;EEIII;26;Fiesta;2,8;2025;2024-2025;10.730;Uva;El Espejo III 26 2025
El Espejo;EEIII;26;Fiesta;2,8;2025;2024-2025;3.065;Pasa;El Espejo III 26 2025
El Espejo;EEIII;27;Fiesta;2,85;2025;2024-2025;10.080;Uva;El Espejo III 27 2025
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2013;2012-2013;1.535;Uva;La Chimbera 23 2013
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2014;2013-2014;10.402;Uva;La Chimbera 23 2014
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2015;2014-2015;25.628;Uva;La Chimbera 23 2015
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2016;2015-2016;1.146;Uva;La Chimbera 23 2016
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2017;2016-2017;18.447;Uva;La Chimbera 23 2017
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2018;2017-2018;35.614;Uva;La Chimbera 23 2018
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2019;2018-2019;12.493;Uva;La Chimbera 23 2019
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2020;2019-2020;15.879;Uva;La Chimbera 23 2020
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2021;2020-2021;136.400;Uva;La Chimbera 23 2021
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2022;2021-2022;3.760;Uva;La Chimbera 23 2022
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2023;2022-2023;32.500;Uva;La Chimbera 23 2023
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;23;Fiesta;2,84;2024;2023-2024;77.700;Uva;La Chimbera 23 2024
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;17;Flame;2,24;2025;2024-2025;130.550;Uva;La Chimbera 17 2025
Camino Truncado, Puente Alto y La Chimbera;La Chimbera;24;Arizul;2,84;2013;2012-2013;2.935;Uva;La Chimbera 24 2013
