Finca;Predio;Cuartel;Variedad;Has;Año;Ciclo;Kg;Estado;Referencia
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;52;Arizul;2;2021;2020-2021;30.423;Pasa;Camino Truncado 52 2021
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;52;Arizul;2;2022;2021-2022;13.784;Pasa;Camino Truncado 52 2022
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;52;Arizul;2;2023;2022-2023;16.412;Pasa;Camino Truncado 52 2023
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;52;Arizul;2;2024;2023-2024;27.582;Pasa;Camino Truncado 52 2024
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;22;Fiesta;2,82;2025;2024-2025;44.685;Pasa;Camino Truncado 22 2025
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;54;Arizul;1,08;2017;2016-2017;1.275;Pasa;Camino Truncado 54 2017
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;54;Arizul;1,08;2018;2017-2018;4.583;Pasa;Camino Truncado 54 2018
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;54;Arizul;1,08;2019;2018-2019;8.130;Pasa;Camino Truncado 54 2019
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;54;Arizul;1,08;2020;2019-2020;6.678;Pasa;Camino Truncado 54 2020
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;54;Arizul;1,08;2021;2020-2021;11.028;Pasa;Camino Truncado 54 2021
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;54;Arizul;1,08;2022;2021-2022;5.037;Pasa;Camino Truncado 54 2022
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;54;Arizul;1,08;2023;2022-2023;3.299;Pasa;Camino Truncado 54 2023
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;54;Arizul;1,08;2024;2023-2024;8.940;Pasa;Camino Truncado 54 2024
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;23;Flame;1,4528;2025;2024-2025;45.100;Uva;Camino Truncado 23 2025
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;58;Arizul;2,15;2017;2016-2017;3.195;Pasa;Camino Truncado 58 2017
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;58;Arizul;2,15;2018;2017-2018;6.210;Pasa;Camino Truncado 58 2018
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;58;Arizul;2,15;2019;2018-2019;12.829;Pasa;Camino Truncado 58 2019
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;58;Arizul;2,15;2020;2019-2020;9.734;Pasa;Camino Truncado 58 2020
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;58;Arizul;2,15;2021;2020-2021;16.134;Pasa;Camino Truncado 58 2021
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;58;Arizul;2,15;2022;2021-2022;8.919;Pasa;Camino Truncado 58 2022
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;58;Arizul;2,15;2023;2022-2023;5.972;Pasa;Camino Truncado 58 2023
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;58;Arizul;2,15;2024;2023-2024;8.602;Pasa;Camino Truncado 58 2024
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;23;Flame;1,4528;2025;2024-2025;13.242;Pasa;Camino Truncado 23 2025
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;2;Flame;4,08;2013;2012-2013;3.158;Pasa;Camino Truncado 2 2013
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;2;Flame;4,08;2014;2013-2014;10.048;Pasa;Camino Truncado 2 2014
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;2;Flame;4,08;2016;2015-2016;13.390;Pasa;Camino Truncado 2 2016
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;2;Flame;4,08;2017;2016-2017;12.554;Pasa;Camino Truncado 2 2017
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;2;Flame;4,08;2018;2017-2018;23.111;Pasa;Camino Truncado 2 2018
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;2;Flame;4,08;2019;2018-2019;12.911;Pasa;Camino Truncado 2 2019
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;2;Flame;4,08;2020;2019-2020;17.945;Pasa;Camino Truncado 2 2020
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;2;Flame;4,08;2021;2020-2021;29.322;Pasa;Camino Truncado 2 2021
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;2;Flame;4,08;2022;2021-2022;21.110;Pasa;Camino Truncado 2 2022
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;2;Flame;4,08;2023;2022-2023;2.675;Pasa;Camino Truncado 2 2023
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;2;Flame;4,08;2024;2023-2024;43.873;Pasa;Camino Truncado 2 2024
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;51;Sultanina;3,05;2025;2024-2025;43.260;Uva;Camino Truncado 51 2025
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;4;Flame;3,03;2013;2012-2013;22.835;Pasa;Camino Truncado 4 2013
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;4;Flame;3,03;2014;2013-2014;3.815;Pasa;Camino Truncado 4 2014
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;4;Flame;3,03;2015;2014-2015;20.153;Pasa;Camino Truncado 4 2015
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;4;Flame;3,03;2016;2015-2016;21.273;Pasa;Camino Truncado 4 2016
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;4;Flame;3,03;2017;2016-2017;19.892;Pasa;Camino Truncado 4 2017
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;4;Flame;3,03;2018;2017-2018;25.070;Pasa;Camino Truncado 4 2018
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;4;Flame;3,03;2019;2018-2019;10.250;Pasa;Camino Truncado 4 2019
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;4;Flame;3,03;2020;2019-2020;25.248;Pasa;Camino Truncado 4 2020
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;4;Flame;3,03;2021;2020-2021;24.932;Pasa;Camino Truncado 4 2021
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;4;Flame;3,03;2022;2021-2022;18.319;Pasa;Camino Truncado 4 2022
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;4;Flame;3,03;2023;2022-2023;11.668;Pasa;Camino Truncado 4 2023
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;4;Flame;3,03;2024;2023-2024;17.808;Pasa;Camino Truncado 4 2024
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;51;Sultanina;3,05;2025;2024-2025;18.090;Pasa;Camino Truncado 51 2025
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;5;Flame;4,21;2013;2012-2013;29.141;Pasa;Camino Truncado 5 2013
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;5;Flame;4,21;2014;2013-2014;16.395;Pasa;Camino Truncado 5 2014
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;5;Flame;4,21;2015;2014-2015;28.203;Pasa;Camino Truncado 5 2015
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;5;Flame;4,21;2016;2015-2016;24.698;Pasa;Camino Truncado 5 2016
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;5;Flame;4,21;2017;2016-2017;31.818;Pasa;Camino Truncado 5 2017
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;5;Flame;4,21;2018;2017-2018;39.673;Pasa;Camino Truncado 5 2018
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;5;Flame;4,21;2019;2018-2019;19.393;Pasa;Camino Truncado 5 2019
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;5;Flame;4,21;2020;2019-2020;36.739;Pasa;Camino Truncado 5 2020
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;5;Flame;4,21;2021;2020-2021;29.156;Pasa;Camino Truncado 5 2021
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;5;Flame;4,21;2022;2021-2022;25.935;Pasa;Camino Truncado 5 2022
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;5;Flame;4,21;2023;2022-2023;29.263;Pasa;Camino Truncado 5 2023
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;5;Flame;4,21;2024;2023-2024;38.326;Pasa;Camino Truncado 5 2024
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;52;Arizul;2;2025;2024-2025;72.100;Uva;Camino Truncado 52 2025
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;20;Flame;1,473;2017;2016-2017;1.818;Pasa;Camino Truncado 20 2017
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;20;Flame;1,473;2018;2017-2018;7.735;Pasa;Camino Truncado 20 2018
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;20;Flame;1,473;2019;2018-2019;4.932;Pasa;Camino Truncado 20 2019
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;20;Flame;1,473;2020;2019-2020;13.502;Pasa;Camino Truncado 20 2020
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;20;Flame;1,473;2021;2020-2021;14.380;Pasa;Camino Truncado 20 2021
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;20;Flame;1,473;2022;2021-2022;1.920;Pasa;Camino Truncado 20 2022
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;20;Flame;1,473;2023;2022-2023;10.195;Pasa;Camino Truncado 20 2023
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;20;Flame;1,473;2024;2023-2024;12.935;Pasa;Camino Truncado 20 2024
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;52;Arizul;2;2025;2024-2025;18.438;Pasa;Camino Truncado 52 2025
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;21;Flame;2,64;2017;2016-2017;5.585;Pasa;Camino Truncado 21 2017
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;21;Flame;2,64;2018;2017-2018;17.014;Pasa;Camino Truncado 21 2018
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;21;Flame;2,64;2019;2018-2019;13.436;Pasa;Camino Truncado 21 2019
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;21;Flame;2,64;2020;2019-2020;22.552;Pasa;Camino Truncado 21 2020
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;21;Flame;2,64;2021;2020-2021;22.604;Pasa;Camino Truncado 21 2021
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;21;Flame;2,64;2022;2021-2022;1.437;Pasa;Camino Truncado 21 2022
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;21;Flame;2,64;2023;2022-2023;11.653;Pasa;Camino Truncado 21 2023
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;21;Flame;2,64;2024;2023-2024;24.419;Pasa;Camino Truncado 21 2024
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;53;Fiesta;2,17;2025;2024-2025;87.565;Uva;Camino Truncado 53 2025
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;23;Flame;1,4528;2017;2016-2017;2.815;Pasa;Camino Truncado 23 2017
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;23;Flame;1,4528;2018;2017-2018;8.655;Pasa;Camino Truncado 23 2018
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;23;Flame;1,4528;2019;2018-2019;6.203;Pasa;Camino Truncado 23 2019
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;23;Flame;1,4528;2020;2019-2020;13.671;Pasa;Camino Truncado 23 2020
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;23;Flame;1,4528;2021;2020-2021;16.844;Pasa;Camino Truncado 23 2021
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;23;Flame;1,4528;2022;2021-2022;2.410;Pasa;Camino Truncado 23 2022
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;23;Flame;1,4528;2023;2022-2023;12.352;Pasa;Camino Truncado 23 2023
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;23;Flame;1,4528;2024;2023-2024;8.794;Pasa;Camino Truncado 23 2024
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;53;Fiesta;2,17;2025;2024-2025;25.174;Pasa;Camino Truncado 53 2025
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;56;Flame;1,81;2017;2016-2017;403;Pasa;Camino Truncado 56 2017
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;56;Flame;1,81;2018;2017-2018;1.355;Pasa;Camino Truncado 56 2018
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;56;Flame;1,81;2019;2018-2019;1.561;Pasa;Camino Truncado 56 2019
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;56;Flame;1,81;2020;2019-2020;10.594;Pasa;Camino Truncado 56 2020
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;56;Flame;1,81;2021;2020-2021;14.324;Pasa;Camino Truncado 56 2021
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;56;Flame;1,81;2022;2021-2022;5.259;Pasa;Camino Truncado 56 2022
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;56;Flame;1,81;2023;2022-2023;16.062;Pasa;Camino Truncado 56 2023
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;56;Flame;1,81;2024;2023-2024;7.849;Pasa;Camino Truncado 56 2024
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;54;Arizul;1,08;2025;2024-2025;28.950;Uva;Camino Truncado 54 2025
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;57;Flame;0,83;2017;2016-2017;189;Pasa;Camino Truncado 57 2017
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;57;Flame;0,83;2018;2017-2018;4.496;Pasa;Camino Truncado 57 2018
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;57;Flame;0,83;2019;2018-2019;2.120;Pasa;Camino Truncado 57 2019
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;57;Flame;0,83;2020;2019-2020;4.447;Pasa;Camino Truncado 57 2020
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;57;Flame;0,83;2021;2020-2021;5.728;Pasa;Camino Truncado 57 2021
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;57;Flame;0,83;2022;2021-2022;3.140;Pasa;Camino Truncado 57 2022
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;57;Flame;0,83;2023;2022-2023;2.421;Pasa;Camino Truncado 57 2023
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;57;Flame;0,83;2024;2023-2024;2.577;Pasa;Camino Truncado 57 2024
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;54;Arizul;1,08;2025;2024-2025;7.574;Pasa;Camino Truncado 54 2025
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;10;Fiesta;1,9;2017;2016-2017;3.195;Pasa;Camino Truncado 10 2017
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;10;Fiesta;1,9;2018;2017-2018;7.485;Pasa;Camino Truncado 10 2018
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;10;Fiesta;1,9;2019;2018-2019;8.185;Pasa;Camino Truncado 10 2019
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;10;Fiesta;1,9;2020;2019-2020;13.564;Pasa;Camino Truncado 10 2020
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;10;Fiesta;1,9;2021;2020-2021;30.693;Pasa;Camino Truncado 10 2021
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;10;Fiesta;1,9;2022;2021-2022;7.321;Pasa;Camino Truncado 10 2022
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;10;Fiesta;1,9;2023;2022-2023;10.969;Pasa;Camino Truncado 10 2023
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;10;Fiesta;1,9;2024;2023-2024;23.914;Pasa;Camino Truncado 10 2024
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;55;Fiesta;2,15;2025;2024-2025;114.786;Uva;Camino Truncado 55 2025
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;11;Fiesta;2,58;2013;2012-2013;9.339;Pasa;Camino Truncado 11 2013
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;11;Fiesta;2,58;2014;2013-2014;9.905;Pasa;Camino Truncado 11 2014
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;11;Fiesta;2,58;2015;2014-2015;14.110;Pasa;Camino Truncado 11 2015
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;11;Fiesta;2,58;2016;2015-2016;4.395;Pasa;Camino Truncado 11 2016
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;11;Fiesta;2,58;2017;2016-2017;13.809;Pasa;Camino Truncado 11 2017
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;11;Fiesta;2,58;2018;2017-2018;19.865;Pasa;Camino Truncado 11 2018
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;11;Fiesta;2,58;2019;2018-2019;14.759;Pasa;Camino Truncado 11 2019
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;11;Fiesta;2,58;2020;2019-2020;17.285;Pasa;Camino Truncado 11 2020
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;11;Fiesta;2,58;2021;2020-2021;19.342;Pasa;Camino Truncado 11 2021
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;11;Fiesta;2,58;2022;2021-2022;6.407;Pasa;Camino Truncado 11 2022
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;11;Fiesta;2,58;2023;2022-2023;12.954;Pasa;Camino Truncado 11 2023
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;11;Fiesta;2,58;2024;2023-2024;23.663;Pasa;Camino Truncado 11 2024
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;55;Fiesta;2,15;2025;2024-2025;24.719;Pasa;Camino Truncado 55 2025
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;16;Fiesta;3,33;2013;2012-2013;11.829;Pasa;Camino Truncado 16 2013
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;16;Fiesta;3,33;2014;2013-2014;12.503;Pasa;Camino Truncado 16 2014
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;16;Fiesta;3,33;2015;2014-2015;19.485;Pasa;Camino Truncado 16 2015
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;16;Fiesta;3,33;2016;2015-2016;11.153;Pasa;Camino Truncado 16 2016
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;16;Fiesta;3,33;2017;2016-2017;16.004;Pasa;Camino Truncado 16 2017
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;16;Fiesta;3,33;2018;2017-2018;19.928;Pasa;Camino Truncado 16 2018
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;16;Fiesta;3,33;2019;2018-2019;20.772;Pasa;Camino Truncado 16 2019
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;16;Fiesta;3,33;2020;2019-2020;17.198;Pasa;Camino Truncado 16 2020
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;16;Fiesta;3,33;2021;2020-2021;18.238;Pasa;Camino Truncado 16 2021
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;16;Fiesta;3,33;2022;2021-2022;11.929;Pasa;Camino Truncado 16 2022
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;16;Fiesta;3,33;2023;2022-2023;19.391;Pasa;Camino Truncado 16 2023
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;16;Fiesta;3,33;2024;2023-2024;34.059;Pasa;Camino Truncado 16 2024
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;56;Flame;1,81;2025;2024-2025;42.995;Uva;Camino Truncado 56 2025
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;22;Fiesta;2,82;2017;2016-2017;5.048;Pasa;Camino Truncado 22 2017
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;22;Fiesta;2,82;2018;2017-2018;15.310;Pasa;Camino Truncado 22 2018
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;22;Fiesta;2,82;2019;2018-2019;16.506;Pasa;Camino Truncado 22 2019
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;22;Fiesta;2,82;2020;2019-2020;17.399;Pasa;Camino Truncado 22 2020
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;22;Fiesta;2,82;2021;2020-2021;41.915;Pasa;Camino Truncado 22 2021
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;22;Fiesta;2,82;2022;2021-2022;9.157;Pasa;Camino Truncado 22 2022
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;22;Fiesta;2,82;2023;2022-2023;13.136;Pasa;Camino Truncado 22 2023
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;22;Fiesta;2,82;2024;2023-2024;33.309;Pasa;Camino Truncado 22 2024
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;56;Flame;1,81;2025;2024-2025;14.665;Pasa;Camino Truncado 56 2025
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;53;Fiesta;2,17;2017;2016-2017;302;Pasa;Camino Truncado 53 2017
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;53;Fiesta;2,17;2018;2017-2018;4.546;Pasa;Camino Truncado 53 2018
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;53;Fiesta;2,17;2019;2018-2019;10.287;Pasa;Camino Truncado 53 2019
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;53;Fiesta;2,17;2020;2019-2020;10.504;Pasa;Camino Truncado 53 2020
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;53;Fiesta;2,17;2021;2020-2021;27.470;Pasa;Camino Truncado 53 2021
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;53;Fiesta;2,17;2022;2021-2022;19.600;Pasa;Camino Truncado 53 2022
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;53;Fiesta;2,17;2023;2022-2023;9.907;Pasa;Camino Truncado 53 2023
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;53;Fiesta;2,17;2024;2023-2024;27.138;Pasa;Camino Truncado 53 2024
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;57;Flame;0,83;2025;2024-2025;7.960;Uva;Camino Truncado 57 2025
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;55;Fiesta;2,15;2019;2018-2019;3.102;Pasa;Camino Truncado 55 2019
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;55;Fiesta;2,15;2020;2019-2020;9.717;Pasa;Camino Truncado 55 2020
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;55;Fiesta;2,15;2021;2020-2021;15.981;Pasa;Camino Truncado 55 2021
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;55;Fiesta;2,15;2022;2021-2022;16.264;Pasa;Camino Truncado 55 2022
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;55;Fiesta;2,15;2023;2022-2023;9.835;Pasa;Camino Truncado 55 2023
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;55;Fiesta;2,15;2024;2023-2024;22.660;Pasa;Camino Truncado 55 2024
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;57;Flame;0,83;2025;2024-2025;2.000;Pasa;Camino Truncado 57 2025
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;59;Fiesta;0,89;2019;2018-2019;735;Pasa;Camino Truncado 59 2019
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;59;Fiesta;0,89;2020;2019-2020;1.192;Pasa;Camino Truncado 59 2020
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;59;Fiesta;0,89;2021;2020-2021;4.668;Pasa;Camino Truncado 59 2021
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;59;Fiesta;0,89;2022;2021-2022;3.274;Pasa;Camino Truncado 59 2022
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;59;Fiesta;0,89;2023;2022-2023;4.419;Pasa;Camino Truncado 59 2023
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;59;Fiesta;0,89;2024;2023-2024;6.521;Pasa;Camino Truncado 59 2024
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;58;Arizul;2,15;2025;2024-2025;31.708;Uva;Camino Truncado 58 2025
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;3;Sultanina;4,05;2013;2012-2013;16.448;Pasa;Camino Truncado 3 2013
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;3;Sultanina;4,05;2014;2013-2014;2.975;Pasa;Camino Truncado 3 2014
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;3;Sultanina;4,05;2015;2014-2015;20.208;Pasa;Camino Truncado 3 2015
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;3;Sultanina;4,05;2016;2015-2016;1.500;Pasa;Camino Truncado 3 2016
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;3;Sultanina;4,05;2017;2016-2017;5.811;Pasa;Camino Truncado 3 2017
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;3;Sultanina;4,05;2018;2017-2018;7.725;Pasa;Camino Truncado 3 2018
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;3;Sultanina;4,05;2019;2018-2019;15.779;Pasa;Camino Truncado 3 2019
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;3;Sultanina;4,05;2020;2019-2020;3.894;Pasa;Camino Truncado 3 2020
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;3;Sultanina;4,05;2021;2020-2021;8.601;Pasa;Camino Truncado 3 2021
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;3;Sultanina;4,05;2023;2022-2023;31.794;Pasa;Camino Truncado 3 2023
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;3;Sultanina;4,05;2024;2023-2024;0;Pasa;Camino Truncado 3 2024
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;6;Sultanina;3,65;2013;2012-2013;17.456;Pasa;Camino Truncado 6 2013
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;6;Sultanina;3,65;2015;2014-2015;18.295;Pasa;Camino Truncado 6 2015
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;6;Sultanina;3,65;2016;2015-2016;12.060;Pasa;Camino Truncado 6 2016
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;6;Sultanina;3,65;2017;2016-2017;6.810;Pasa;Camino Truncado 6 2017
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;6;Sultanina;3,65;2018;2017-2018;7.121;Pasa;Camino Truncado 6 2018
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;6;Sultanina;3,65;2019;2018-2019;16.006;Pasa;Camino Truncado 6 2019
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;6;Sultanina;3,65;2020;2019-2020;6.175;Pasa;Camino Truncado 6 2020
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;6;Sultanina;3,65;2021;2020-2021;10.497;Pasa;Camino Truncado 6 2021
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;7;Sultanina;4,81;2013;2012-2013;19.491;Pasa;Camino Truncado 7 2013
Camino Truncado, Puente Alto y La Chimbera;Camino Truncado;7;Sultanina;4,81;2014;2013-2014;235;Pasa;Camino Truncado 7 2014
